Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P60842	P60842	15	15	9	Eukaryotic initiation factor 4A-I	EIF4A1	sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1	1	15	15	9	41.9	41.9	22.4	46.153	406	406	0.0	98.25	39532000	20	650	206;469;852;1079;1863;1916;1956;2138;2201;2791;3271;3358;3620;5093;5224	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	207;474;863;1095;1898;1951;1991;2174;2237;2839;3327;3414;3686;3687;5196;5330	215;495;911;1157;1992;2048;2093;2285;2352;2997;2998;3521;3612;3895;3896;3897;5486;5624	222;523;964;1222;2119;2178;2226;2426;2494;3224;3225;3770;3863;4167;4168;4169;4170;5876;5877;6028	222;523;964;1222;2119;2178;2226;2426;2494;3224;3770;3863;4168;5877;6028	76;77	178;187
P60866	P60866	2	2	2	40S ribosomal protein S20	RPS20	sp|P60866|RS20_HUMAN 40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1	1	2	2	2	15.1	15.1	15.1	13.373	119	119	0.0	12.338	6616500	2	651	4833;4987	True;True	4932;5088	5210;5374	5583;5759	5583;5759		
P60900	P60900	7	7	7	Proteasome subunit alpha type-6	PSMA6	sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1	1	7	7	7	27.2	27.2	27.2	27.399	246	246	0.0	48.187	10102000	7	652	211;2273;2574;2575;3589;4168;5557	True;True;True;True;True;True;True	212;2309;2615;2616;3646;4256;5670	220;2431;2760;2761;3854;4495;5978	228;2583;2955;2956;4124;4799;6405	228;2583;2955;2956;4124;4799;6405		
P60903	P60903	4	4	4	Protein S100-A10	S100A10	sp|P60903|S10AA_HUMAN Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2	1	4	4	4	35.1	35.1	35.1	11.203	97	97	0.0	29.658	11264000	6	653	835;1106;1107;4003	True;True;True;True	846;1123;1124;4091	894;1185;1186;4322	947;1251;1252;1253;1254;4621	947;1252;1254;4621		
P60953	P60953	3	3	3	Cell division control protein 42 homolog	CDC42	sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2	1	3	3	3	20.9	20.9	20.9	21.258	191	191	0.0	22.352	4126900	3	654	3907;4824;5737	True;True;True	3993;4923;5855	4219;5201;6170	4512;5574;6605	4512;5574;6605		
P60981	P60981	1	1	1	Destrin	DSTN	sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3	1	1	1	1	7.3	7.3	7.3	18.506	165	165	0.0	8.6646	564290	1	655	431	True	435	455	481	481		
P60983	P60983	1	1	1	Glia maturation factor beta	GMFB	sp|P60983|GMFB_HUMAN Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2	1	1	1	1	16.2	16.2	16.2	16.713	142	142	0.00091659	6.3441	857000	1	656	3559	True	3616	3823	4093	4093		
P61006	P61006	2	1	1	Ras-related protein Rab-8A	RAB8A	sp|P61006|RAB8A_HUMAN Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1	1	2	1	1	12.1	6.8	6.8	23.668	207	207	0.009772	5.7216	493840	1	657	345;3192	True;False	348;3247	366;3437;3438	384;3684;3685	384;3685		
P61011	P61011	1	1	1	Signal recognition particle 54 kDa protein	SRP54	sp|P61011|SRP54_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1	1	1	1	1	3.8	3.8	3.8	55.704	504	504	0.0	8.6456	2488900	1	658	4490	True	4582	4835	5158	5158		
P61019	P61019	3	3	1	Ras-related protein Rab-2A	RAB2A	sp|P61019|RAB2A_HUMAN Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1	1	3	3	1	18.9	18.9	6.6	23.545	212	212	0.0	20.969	2248500	3	659	1719;3350;4641	True;True;True	1751;3406;4734	1838;3604;4998	1953;3855;5331	1953;3855;5331		
P61024	P61024	1	1	1	Cyclin-dependent kinases regulatory subunit 1	CKS1B	sp|P61024|CKS1_HUMAN Cyclin-dependent kinases regulatory subunit 1 OS=Homo sapiens OX=9606 GN=CKS1B PE=1 SV=1	1	1	1	1	20.3	20.3	20.3	9.6601	79	79	0.004223	5.9119	1074500	1	660	4102	True	4190	4427	4730	4730		
P61026	P61026	3	2	1	Ras-related protein Rab-10	RAB10	sp|P61026|RAB10_HUMAN Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1	1	3	2	1	14.5	9.0	5.5	22.541	200	200	0.0	13.004	3924800	2	661	142;1519;3192	True;True;False	142;1546;3247	150;1624;3437;3438	153;1723;3684;3685	153;1723;3685		
P62837;P61077;Q9Y2X8;P51668	P62837;P61077;Q9Y2X8;P51668	2;2;1;1	2;2;1;1	2;2;1;1	Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1	UBE2D2;UBE2D3;UBE2D4;UBE2D1	sp|P62837|UB2D2_HUMAN Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1;sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens OX=9606 GN=UBE2D3 PE=1 SV=1;sp|Q9Y2X8|UB2D4_HUMAN Ubiquitin-conjugating enzyme E2 	4	2	2	2	19.7	19.7	19.7	16.735	147	147;147;147;147	0.0	14.333	2100600	2	662	2759;4518	True;True	2806;4610	2961;4866	3185;5191	3185;5191		
P61086	P61086	1	1	1	Ubiquitin-conjugating enzyme E2 K	UBE2K	sp|P61086|UBE2K_HUMAN Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3	1	1	1	1	7.5	7.5	7.5	22.406	200	200	0.0	7.1989	768900	1	663	1813	True	1845	1935	2055	2055		
P61088	P61088	1	1	1	Ubiquitin-conjugating enzyme E2 N	UBE2N	sp|P61088|UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1	1	1	1	1	13.2	13.2	13.2	17.138	152	152	0.0	7.6855	2956900	1	664	5579	True	5692	6000	6427	6427		
P61106	P61106	3	3	3	Ras-related protein Rab-14	RAB14	sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4	1	3	3	3	27.4	27.4	27.4	23.897	215	215	0.0	19.3	4038800	3	665	2767;3814;4570	True;True;True	2814;3896;4662	2970;4118;4920	3194;4407;5249	3194;4407;5249		
P61158	P61158	3	3	3	Actin-related protein 3	ACTR3	sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3	1	3	3	3	15.8	15.8	15.8	47.371	418	418	0.0	18.257	4543400	3	666	2142;3281;4794	True;True;True	2178;3337;4893	2289;3531;5169	2430;3781;5537	2430;3781;5537		
P61160	P61160	2	2	2	Actin-related protein 2	ACTR2	sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1	1	2	2	2	6.3	6.3	6.3	44.76	394	394	0.0	13.042	1818500	2	667	2195;2287	True;True	2231;2324	2346;2450	2488;2610	2488;2610		
P61163	P61163	1	1	1	Alpha-centractin	ACTR1A	sp|P61163|ACTZ_HUMAN Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	42.613	376	376	0.0	6.8193	704350	1	668	417	True	421	440	462	462		
P84077;P61204	P84077;P61204	6;6	6;6	3;3	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3	sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2	2	6	6	3	43.6	43.6	20.4	20.697	181	181;181	0.0	43.649	22468000	10	669	636;2565;3054;3631;3776;4042	True;True;True;True;True;True	641;2606;3107;3700;3701;3858;4130	670;2751;3289;3290;3910;3911;4078;4365	710;711;2945;2946;3526;3527;4185;4186;4364;4665	711;2946;3526;4185;4364;4665		
P61221	P61221	10	10	10	ATP-binding cassette sub-family E member 1	ABCE1	sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1	1	10	10	10	22.5	22.5	22.5	67.314	599	599	0.0	65.834	7605800	10	670	592;1588;2093;2544;3128;3906;3951;3971;4838;5174	True;True;True;True;True;True;True;True;True;True	597;1615;2129;2585;3182;3992;4038;4058;4937;5280	622;1696;2238;2730;3372;4218;4266;4286;5215;5574	661;1797;2378;2922;3615;4511;4561;4582;5588;5976	661;1797;2378;2922;3615;4511;4561;4582;5588;5976		
P61224;P62834;A6NIZ1	P61224;P62834;A6NIZ1	4;4;3	4;4;3	4;4;3	Ras-related protein Rap-1b;Ras-related protein Rap-1A;Ras-related protein Rap-1b-like protein	RAP1B;RAP1A	sp|P61224|RAP1B_HUMAN Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1;sp|P62834|RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1;sp|A6NIZ1|RP1BL_HUMAN Ras-related protein Rap-1b-like protein OS=Homo sa	3	4	4	4	26.1	26.1	26.1	20.825	184	184;184;184	0.0	30.358	9111500	4	671	2605;3561;4262;5553	True;True;True;True	2650;3618;4352;5666	2795;3825;4594;5974	2992;4095;4903;6401	2992;4095;4903;6401		
P61247	P61247	6	6	6	40S ribosomal protein S3a	RPS3A	sp|P61247|RS3A_HUMAN 40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2	1	6	6	6	25.4	25.4	25.4	29.945	264	264	0.0	42.698	16135000	7	672	57;66;352;3011;4870;5098	True;True;True;True;True;True	57;66;355;356;3064;4970;5201	63;72;374;375;3245;5250;5491	64;73;392;393;394;3480;5623;5883	64;73;393;3480;5623;5883		
Q9UNX3;P61254	Q9UNX3;P61254	3;3	3;3	3;3	60S ribosomal protein L26-like 1;60S ribosomal protein L26	RPL26L1;RPL26	sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens OX=9606 GN=RPL26L1 PE=1 SV=1;sp|P61254|RL26_HUMAN 60S ribosomal protein L26 OS=Homo sapiens OX=9606 GN=RPL26 PE=1 SV=1	2	3	3	3	16.6	16.6	16.6	17.256	145	145;145	0.0	18.212	15755000	4	673	645;1606;5742	True;True;True	651;1634;5860	681;1715;6175	725;1816;6610;6611	725;1816;6611		
P61289	P61289	2	2	2	Proteasome activator complex subunit 3	PSME3	sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1	1	2	2	2	7.9	7.9	7.9	29.506	254	254	0.0	12.131	2088800	2	674	3158;4470	True;True	3212;4562	3402;4813	3647;5130	3647;5130		
P61313	P61313	5	5	5	60S ribosomal protein L15	RPL15	sp|P61313|RL15_HUMAN 60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2	1	5	5	5	25.0	25.0	25.0	24.146	204	204	0.0	32.354	12596000	5	675	1520;3844;4446;5239;5607	True;True;True;True;True	1547;3928;4538;5345;5720	1625;4151;4786;5640;6028	1724;4440;5101;6044;6455	1724;4440;5101;6044;6455		
P61353	P61353	4	4	4	60S ribosomal protein L27	RPL27	sp|P61353|RL27_HUMAN 60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2	1	4	4	4	36.0	36.0	36.0	15.798	136	136	0.0	25.757	13833000	4	676	3755;5424;5457;5722	True;True;True;True	3836;5535;5569;5840	4055;5839;5873;6151	4339;6261;6296;6585	4339;6261;6296;6585		
P61457	P61457	3	3	3	Pterin-4-alpha-carbinolamine dehydratase	PCBD1	sp|P61457|PHS_HUMAN Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens OX=9606 GN=PCBD1 PE=1 SV=2	1	3	3	3	29.8	29.8	29.8	11.999	104	104	0.0	17.991	3243400	3	677	505;855;2930	True;True;True	510;866;2982	532;914;3159	563;968;3393	563;968;3393		
P61513;A6NKH3	P61513;A6NKH3	2;1	2;1	2;1	60S ribosomal protein L37a;Putative 60S ribosomal protein L37a-like protein	RPL37A;RPL37AP8	sp|P61513|RL37A_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2;sp|A6NKH3|RL37L_HUMAN Putative 60S ribosomal protein L37a-like protein OS=Homo sapiens OX=9606 GN=RPL37AP8 PE=5 SV=2	2	2	2	2	28.3	28.3	28.3	10.275	92	92;93	0.0	12.107	3399100	2	678	4887;5724	True;True	4987;5842	5268;6153	5643;6587	5643;6587		
P61604	P61604	3	3	3	10 kDa heat shock protein, mitochondrial	HSPE1	sp|P61604|CH10_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2	1	3	3	3	35.3	35.3	35.3	10.932	102	102	0.0	22.455	11257000	3	679	5232;5245;5422	True;True;True	5338;5351;5533	5632;5646;5837	6036;6051;6259	6036;6051;6259		
P61619;Q9H9S3	P61619;Q9H9S3	2;1	2;1	2;1	Protein transport protein Sec61 subunit alpha isoform 1;Protein transport protein Sec61 subunit alpha isoform 2	SEC61A1;SEC61A2	sp|P61619|S61A1_HUMAN Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2;sp|Q9H9S3|S61A2_HUMAN Protein transport protein Sec61 subunit alpha isoform 2 OS=Homo sapiens OX=9606 GN=SEC61A2 PE=2 SV=3	2	2	2	2	6.1	6.1	6.1	52.264	476	476;476	0.0	11.37	885430	2	680	1569;2493	True;True	1596;2532	1676;2672	1776;2859	1776;2859		
P61758	P61758	3	3	3	Prefoldin subunit 3	VBP1	sp|P61758|PFD3_HUMAN Prefoldin subunit 3 OS=Homo sapiens OX=9606 GN=VBP1 PE=1 SV=4	1	3	3	3	21.3	21.3	21.3	22.626	197	197	0.0	21.061	2607800	3	681	1579;3071;3788	True;True;True	1606;3125;3870	1686;3311;4090	1786;3549;4377	1786;3549;4377		
P61769	P61769	1	1	1	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	B2M	sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1	1	1	1	1	8.4	8.4	8.4	13.714	119	119	0.0	7.4611	1877500	1	682	5058	True	5160	5449	5838	5838		
P61803	P61803	2	2	2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1	sp|P61803|DAD1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3	1	2	2	2	19.5	19.5	19.5	12.497	113	113	0.0	15.796	647890	2	683	65;1566	True;True	65;1593	71;1673	72;1773	72;1773		
P61970	P61970	3	3	3	Nuclear transport factor 2	NUTF2	sp|P61970|NTF2_HUMAN Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1	1	3	3	3	37.0	37.0	37.0	14.478	127	127	0.0	17.514	1306300	3	684	62;3420;4843	True;True;True	62;3476;4942	68;3675;5222	69;3931;5595	69;3931;5595		
P61978	P61978	11	11	11	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	sp|P61978|HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1	1	11	11	11	38.7	38.7	38.7	50.976	463	463	0.0	75.247	39131000	14	685	2090;2110;2390;2506;2514;2520;2573;3184;3808;3890;4670	True;True;True;True;True;True;True;True;True;True;True	2126;2146;2428;2545;2554;2561;2614;3239;3890;3976;4763	2235;2256;2561;2686;2696;2703;2759;3429;4111;4112;4201;5029	2375;2397;2735;2873;2874;2887;2895;2954;3676;4399;4400;4401;4493;5369	2375;2397;2735;2874;2887;2895;2954;3676;4400;4493;5369		
P61981	P61981	4	3	3	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	YWHAG	sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2	1	4	3	3	21.5	17.4	17.4	28.302	247	247	0.0	21.859	4070600	4	686	877;3930;4631;5626	False;True;True;True	889;890;4017;4724;5739	938;939;940;941;942;4245;4985;4986;6049	992;993;994;995;996;997;4540;5318;5319;6477	996;4540;5318;6477	59	223
P62081	P62081	6	6	6	40S ribosomal protein S7	RPS7	sp|P62081|RS7_HUMAN 40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1	1	6	6	6	47.4	47.4	47.4	22.127	194	194	0.0	41.831	29595000	8	687	205;924;2333;2733;4793;5075	True;True;True;True;True;True	206;938;2371;2780;4892;5177	214;994;2502;2929;5168;5466	221;1050;2674;2675;3132;5535;5536;5856	221;1050;2674;3132;5536;5856		
P62140	P62140	10	10	2	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB	sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3	1	10	10	2	41.9	41.9	14.4	37.186	327	327	0.0	86.117	16011000	10	688	180;1156;2237;2376;2531;2589;2756;4160;4706;5679	True;True;True;True;True;True;True;True;True;True	181;1174;2273;2414;2572;2634;2803;4248;4800;5797	189;1240;2389;2546;2715;2779;2958;4487;5068;6108	196;1312;2535;2720;2907;2976;3182;4791;5416;6540	196;1312;2535;2720;2907;2976;3182;4791;5416;6540		
P62191	P62191	3	3	3	26S protease regulatory subunit 4	PSMC1	sp|P62191|PRS4_HUMAN 26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1	1	3	3	3	10.5	10.5	10.5	49.184	440	440	0.0	21.502	7758900	4	689	478;2435;4953	True;True;True	483;2473;5054	504;2607;5338	532;2785;2786;5720	532;2786;5720		
P62195;Q8NB90	P62195	6;1	6;1	6;1	26S protease regulatory subunit 8	PSMC5	sp|P62195|PRS8_HUMAN 26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1	2	6	6	6	18.7	18.7	18.7	45.626	406	406;893	0.0	42.67	4425100	6	690	1130;1700;2159;2295;2397;2419	True;True;True;True;True;True	1147;1731;2195;2332;2435;2457	1209;1815;2307;2458;2568;2591	1278;1926;2449;2620;2744;2768	1278;1926;2449;2620;2744;2768		
P62241	P62241	8	8	8	40S ribosomal protein S8	RPS8	sp|P62241|RS8_HUMAN 40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2	1	8	8	8	45.7	45.7	45.7	24.205	208	208	0.0	57.283	31906000	10	691	67;1220;2489;2682;2946;3461;3697;4212	True;True;True;True;True;True;True;True	67;1239;2528;2728;2998;3518;3778;4300	73;1310;2667;2668;2877;3177;3721;3994;4540	74;1391;2854;2855;3079;3412;3983;4276;4845;4846	74;1391;2854;3079;3412;3983;4276;4845		
P62244	P62244	2	2	2	40S ribosomal protein S15a	RPS15A	sp|P62244|RS15A_HUMAN 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2	1	2	2	2	22.3	22.3	22.3	14.839	130	130	0.0	12.867	2876600	4	692	3645;4066	True;True	3718;3719;4154	3928;3929;4391	4204;4205;4692;4693	4204;4693		
P62249	P62249	8	8	8	40S ribosomal protein S16	RPS16	sp|P62249|RS16_HUMAN 40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2	1	8	8	8	47.3	47.3	47.3	16.445	146	146	0.0	49.822	21888000	8	693	326;726;1884;2053;3163;3982;4781;5280	True;True;True;True;True;True;True;True	328;734;1919;2089;3217;4069;4877;5389	345;771;2014;2195;3407;4299;5153;5684	362;816;2141;2335;3652;4595;5520;6091	362;816;2141;2335;3652;4595;5520;6091		
P62256	P62256	2	2	2	Ubiquitin-conjugating enzyme E2 H	UBE2H	sp|P62256|UBE2H_HUMAN Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens OX=9606 GN=UBE2H PE=1 SV=1	1	2	2	2	13.7	13.7	13.7	20.655	183	183	0.0	13.665	982730	2	694	2250;5022	True;True	2286;5123	2405;5410	2552;5796	2552;5796		
P62258	P62258	8	8	7	14-3-3 protein epsilon	YWHAE	sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1	1	8	8	7	39.2	39.2	35.3	29.174	255	255	0.0	69.617	55158000	14	695	13;877;968;2279;3083;3608;4958;5621	True;True;True;True;True;True;True;True	13;889;890;982;2315;3137;3668;3669;5059;5734	14;938;939;940;941;942;1040;2440;3324;3877;3878;5343;6044	15;992;993;994;995;996;997;1099;2599;3562;4147;4148;4149;5725;6472	15;996;1099;2599;3562;4149;5725;6472	59;78	1;221
P62263	P62263	4	4	4	40S ribosomal protein S14	RPS14	sp|P62263|RS14_HUMAN 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3	1	4	4	4	36.4	36.4	36.4	16.273	151	151	0.0	31.992	15731000	4	696	81;1229;2414;4825	True;True;True;True	81;1249;2452;4924	87;1320;2585;5202	89;1402;2762;5575	89;1402;2762;5575		
P62269	P62269	6	6	6	40S ribosomal protein S18	RPS18	sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3	1	6	6	6	38.2	38.2	38.2	17.718	152	152	0.0	45.124	17777000	7	697	158;2348;2614;5171;5240;5721	True;True;True;True;True;True	159;2386;2659;5276;5277;5346;5839	167;2517;2804;5570;5571;5641;6150	174;2690;3002;5972;5973;6045;6584	174;2690;3002;5972;6045;6584		
P62277	P62277	5	5	5	40S ribosomal protein S13	RPS13	sp|P62277|RS13_HUMAN 40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2	1	5	5	5	33.8	33.8	33.8	17.222	151	151	0.0	29.027	23183000	7	698	1963;2014;2017;3098;4599	True;True;True;True;True	1998;2049;2052;3152;4691	2100;2101;2155;2158;3340;4950	2233;2234;2291;2295;3579;3580;5280	2234;2291;2295;3580;5280		
P62280	P62280	4	4	4	40S ribosomal protein S11	RPS11	sp|P62280|RS11_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3	1	4	4	4	29.7	29.7	29.7	18.431	158	158	0.0	26.196	7606700	4	699	593;928;3828;5229	True;True;True;True	598;942;3912;5335	623;998;4135;5629	662;1054;4424;6033	662;1054;4424;6033		
P62304	P62304	2	2	2	Small nuclear ribonucleoprotein E	SNRPE	sp|P62304|RUXE_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1	1	2	2	2	39.1	39.1	39.1	10.803	92	92	0.0	12.35	2870100	3	700	2424;5275	True;True	2462;5382;5383	2596;5677;5678	2773;6083;6084	2773;6083	79	14
P62306	P62306	1	1	1	Small nuclear ribonucleoprotein F	SNRPF	sp|P62306|RUXF_HUMAN Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1	1	1	1	1	9.3	9.3	9.3	9.7251	86	86	0.006617	5.8073	386570	1	701	589	True	594	619	658	658		
P62310	P62310	1	1	1	U6 snRNA-associated Sm-like protein LSm3	LSM3	sp|P62310|LSM3_HUMAN U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2	1	1	1	1	11.8	11.8	11.8	11.845	102	102	0.00095057	6.5052	844020	1	702	1772	True	1804	1893	2010	2010		
P62314	P62314	2	2	2	Small nuclear ribonucleoprotein Sm D1	SNRPD1	sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1	1	2	2	2	20.2	20.2	20.2	13.281	119	119	0.0	12.996	3969500	2	703	3399;3872	True;True	3455;3957	3653;4181	3908;4472	3908;4472		
P62316	P62316	2	2	2	Small nuclear ribonucleoprotein Sm D2	SNRPD2	sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1	1	2	2	2	16.1	16.1	16.1	13.527	118	118	0.0	12.692	5242300	2	704	1783;3841	True;True	1815;3925	1904;4148	2023;4437	2023;4437		
P62318	P62318	2	2	2	Small nuclear ribonucleoprotein Sm D3	SNRPD3	sp|P62318|SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1	1	2	2	2	15.1	15.1	15.1	13.916	126	126	0.0	12.656	1825600	2	705	1575;4972	True;True	1602;5073	1682;5358	1782;5742	1782;5742		
P62330	P62330	2	2	2	ADP-ribosylation factor 6	ARF6	sp|P62330|ARF6_HUMAN ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2	1	2	2	2	16.6	16.6	16.6	20.082	175	175	0.0	15.387	1880400	2	706	1609;2339	True;True	1637;2377	1718;2508	1820;2681	1820;2681		
P62333	P62333	5	5	5	26S protease regulatory subunit 10B	PSMC6	sp|P62333|PRS10_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1	1	5	5	5	16.7	16.7	16.7	44.172	389	389	0.0	32.046	3770500	5	707	307;1759;2478;3384;4783	True;True;True;True;True	309;1791;2517;3440;4879	323;1880;2655;3638;5155	338;1997;2841;3892;5522	338;1997;2841;3892;5522		
P62424	P62424	7	7	7	60S ribosomal protein L7a	RPL7A	sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2	1	7	7	7	31.2	31.2	31.2	29.995	266	266	0.0	40.811	13446000	7	708	170;2334;3734;4652;4813;4970;5317	True;True;True;True;True;True;True	171;2372;3815;4745;4912;5071;5426	179;2503;4033;5010;5190;5355;5724;5725	186;2676;4316;5350;5562;5737;6135;6136	186;2676;4316;5350;5562;5737;6136		
