Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P49748	P49748	6	6	6	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADVL	sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	1	6	6	6	10.8	10.8	10.8	70.389	655	655	0	39.957	1424200	5				530	328;1633;2302;2624;3174;3435	True;True;True;True;True;True	335;1659;2334;2659;3216;3483	387;1885;2655;3031;3650;3962	634;635;2996;4251;4820;5759;6249	634;2996;4251;4820;5759;6249		
Q86TX2;P49753	Q86TX2;P49753	1;1	1;1	1;1	Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial	ACOT1;ACOT2	sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6	2	1	1	1	4.5	4.5	4.5	46.277	421	421;483	0.0095073	5.4857	195410	1				531	4283	True	4335	4969	7871	7871		
P49755	P49755	2	2	2	Transmembrane emp24 domain-containing protein 10	TMED10	sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2	1	2	2	2	12.3	12.3	12.3	24.976	219	219	0	18.217	2003600	4				532	2245;2553	True;True	2276;2588	2592;2951	4146;4147;4692;4693	4146;4693		
P49773	P49773	4	4	4	Histidine triad nucleotide-binding protein 1	HINT1	sp|P49773|HINT1_HUMAN Adenosine 5-monophosphoramidase HINT1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2	1	4	4	4	59.5	59.5	59.5	13.802	126	126	0	33.105	5932400	9				533	448;1919;2130;3259	True;True;True;True	457;1946;2159;3304	525;526;2214;2215;2458;3747	860;861;862;3525;3526;3527;3528;3937;3938;5892	861;3528;3938;5892		
P49902	P49902	1	1	1	Cytosolic purine 5-nucleotidase	NT5C2	sp|P49902|5NTC_HUMAN Cytosolic purine 5-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	64.969	561	561	0.001006	6.5415	224910	1				534	595	True	607	694	1127	1127		
P49903	P49903	1	1	1	Selenide, water dikinase 1	SEPHS1	sp|P49903|SPS1_HUMAN Selenide, water dikinase 1 OS=Homo sapiens OX=9606 GN=SEPHS1 PE=1 SV=2	1	1	1	1	6.4	6.4	6.4	42.91	392	392	0.0082192	5.6793	273980	1				535	1904	True	1931	2195	3495	3495		
P49915	P49915	4	4	4	GMP synthase [glutamine-hydrolyzing]	GMPS	sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1	1	4	4	4	12.8	12.8	12.8	76.715	693	693	0	28.609	3051100	7				536	230;863;973;2023	True;True;True;True	234;880;991;2051	275;995;1127;1128;2339	442;443;1611;1806;1807;1808;3749	443;1611;1808;3749		
P50395	P50395	13	13	9	Rab GDP dissociation inhibitor beta	GDI2	sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2	1	13	13	9	42	42	29.2	50.663	445	445	0	112.82	21870000	21				537	762;1181;1284;1295;1411;2924;3447;3660;3982;4118;4371;4749;4979	True;True;True;True;True;True;True;True;True;True;True;True;True	777;1202;1305;1316;1433;2964;3495;3708;4033;4170;4423;4806;5038	877;1358;1474;1485;1608;3372;3976;4214;4577;4578;4748;5067;5504;5770	1397;2158;2334;2349;2350;2539;2540;5321;5322;6270;6271;6639;7198;7199;7200;7482;7483;8027;8028;8733;9220	1397;2158;2334;2349;2539;5322;6270;6639;7198;7482;8027;8733;9220		
P50402	P50402	2	2	2	Emerin	EMD	sp|P50402|EMD_HUMAN Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1	1	2	2	2	11	11	11	28.994	254	254	0	21.418	654410	2				538	1852;5053	True;True	1879;5114	2138;5854	3400;9358	3400;9358		
P50454	P50454	6	6	6	Serpin H1	SERPINH1	sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	1	6	6	6	20.8	20.8	20.8	46.44	418	418	0	41.876	3840700	9				539	528;731;1818;2954;3072;4120	True;True;True;True;True;True	539;746;1845;2994;3112;4172	619;844;2094;3404;3405;3540;4750;4751	1013;1353;3333;5371;5372;5373;5374;5595;7486;7487	1013;1353;3333;5372;5595;7487		
Q8IZP2;P50502;Q8NFI4	Q8IZP2;P50502	3;3;1	3;3;1	3;3;1	Putative protein FAM10A4;Hsc70-interacting protein	ST13P4;ST13	sp|Q8IZP2|ST134_HUMAN Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1;sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2	3	3	3	3	17.1	17.1	17.1	27.406	240	240;369;369	0	18.742	686860	3				540	162;2750;4381	True;True;True	165;2787;4433	192;3175;5078	308;5033;8045;8046	308;5033;8045		
P50552	P50552	1	1	1	Vasodilator-stimulated phosphoprotein	VASP	sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3	1	1	1	1	3.7	3.7	3.7	39.829	380	380	0.0010977	7.3607	646690	2				541	4576	True	4631	5309	8393;8394	8394		
P50570	P50570	2	2	2	Dynamin-2	DNM2	sp|P50570|DYN2_HUMAN Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2	1	2	2	2	2.4	2.4	2.4	98.063	870	870	0	11.893	431290	1				542	661;3398	True;True	674;3445	767;3914	1237;6141	1237;6141		
P50583	P50583	2	2	2	Bis(5-nucleosyl)-tetraphosphatase [asymmetrical]	NUDT2	sp|P50583|AP4A_HUMAN Bis(5-nucleosyl)-tetraphosphatase [asymmetrical] OS=Homo sapiens OX=9606 GN=NUDT2 PE=1 SV=3	1	2	2	2	25.9	25.9	25.9	16.829	147	147	0	11.986	1030200	2				543	4443;4863	True;True	4495;4921	5147;5639	8145;8146;8988	8146;8988		
P50914	P50914	4	4	4	60S ribosomal protein L14	RPL14	sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4	1	4	4	4	20.9	20.9	20.9	23.432	215	215	0	29.303	9646700	10				544	248;459;2999;4417	True;True;True;True	252;468;3039;4469	297;538;3456;3457;5117	481;482;877;878;5454;5455;5456;5457;5458;8103	482;878;5456;8103		
P50990	P50990	20	20	20	T-complex protein 1 subunit theta	CCT8	sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4	1	20	20	20	46	46	46	59.62	548	548	0	142.01	14053000	35				545	157;278;367;580;827;1142;1874;1892;2186;2497;2630;2663;2984;3031;3250;3493;3647;3744;4096;5052	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	160;283;374;592;843;1161;1901;1919;2216;2531;2665;2700;3024;3071;3295;3541;3695;3792;4148;5113	187;331;431;676;957;1307;2161;2181;2525;2891;3038;3081;3437;3438;3439;3494;3737;4028;4198;4305;4716;5853	300;301;544;545;700;1101;1102;1552;2069;3444;3472;3473;4043;4044;4593;4831;4832;4896;5420;5421;5422;5423;5424;5425;5426;5427;5523;5875;6350;6609;6610;6768;7423;7424;9357	301;544;700;1102;1552;2069;3444;3473;4043;4593;4831;4896;5421;5523;5875;6350;6609;6768;7423;9357		
P50991	P50991	9	9	9	T-complex protein 1 subunit delta	CCT4	sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4	1	9	9	9	20.6	20.6	20.6	57.924	539	539	0	67.663	4155200	13				546	294;499;585;829;1077;1502;3013;4239;4545	True;True;True;True;True;True;True;True;True	299;509;597;845;1095;1524;3053;4291;4599	348;583;584;682;959;1235;1706;3474;4917;5269	574;575;944;945;946;1109;1554;1960;2687;2688;5483;7782;8333;8334	575;946;1109;1554;1960;2688;5483;7782;8333		
P50995	P50995	2	2	2	Annexin A11	ANXA11	sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1	1	2	2	2	5	5	5	54.389	505	505	0	12.684	398380	3				547	152;1772	True;True	155;1799	181;2042	291;292;3229	291;3229		
P51114	P51114	1	1	1	Fragile X mental retardation syndrome-related protein 1	FXR1	sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3	1	1	1	1	3.4	3.4	3.4	69.72	621	621	0.0010684	6.987	705760	1				548	2104	True	2133	2429	3879	3879		
P51116	P51116	1	1	1	Fragile X mental retardation syndrome-related protein 2	FXR2	sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2	1	1	1	1	3.6	3.6	3.6	74.222	673	673	0.0012484	9.3356	560500	1				549	1020	True	1038	1175	1872	1872		
P51149	P51149	4	4	4	Ras-related protein Rab-7a	RAB7A	sp|P51149|RAB7A_HUMAN Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1	1	4	4	4	19.3	19.3	19.3	23.489	207	207	0	31.025	1901700	5				550	530;1342;3047;4212	True;True;True;True	541;1363;3087;4264	621;1533;3514;4887	1015;2428;2429;5555;7737	1015;2429;5555;7737		
P51398	P51398	1	1	1	28S ribosomal protein S29, mitochondrial	DAP3	sp|P51398|RT29_HUMAN 28S ribosomal protein S29, mitochondrial OS=Homo sapiens OX=9606 GN=DAP3 PE=1 SV=1	1	1	1	1	3.8	3.8	3.8	45.566	398	398	0.0010627	6.9333	311220	0				551	984	True	1002	1139	1823	1823		
P51571	P51571	4	4	4	Translocon-associated protein subunit delta	SSR4	sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1	1	4	4	4	30.6	30.6	30.6	18.998	173	173	0	27.025	1480900	5				552	1217;3420;4718;5078	True;True;True;True	1238;3468;4775;5139	1397;3946;5471;5880	2221;2222;6225;8639;9400	2222;6225;8639;9400		
P51659	P51659	4	4	4	Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2	HSD17B4	sp|P51659|DHB4_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3	1	4	4	4	8	8	8	79.685	736	736	0	26.577	1639700	3				553	1266;1455;2059;4676	True;True;True;True	1287;1477;2087;4732	1456;1658;2376;5420	2309;2622;3802;8550	2309;2622;3802;8550		
P51665	P51665	1	1	1	26S proteasome non-ATPase regulatory subunit 7	PSMD7	sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2	1	1	1	1	5.2	5.2	5.2	37.025	324	324	0.0010776	7.0754	371350	2				554	4801	True	4858	5569	8876;8877	8876		
P51858	P51858	6	6	5	Hepatoma-derived growth factor	HDGF	sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1	1	6	6	5	40.4	40.4	37.1	26.788	240	240	0	44.126	3825100	6				555	626;1562;1717;1853;3801;5077	True;True;True;True;True;True	638;1588;1744;1880;3849;5138	727;1795;1985;2139;4372;5879	1172;2846;3147;3401;6867;9399	1172;2846;3147;3401;6867;9399		
P51948	P51948	1	1	1	CDK-activating kinase assembly factor MAT1	MNAT1	sp|P51948|MAT1_HUMAN CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1	1	1	1	1	9.1	9.1	9.1	35.823	309	309	0.0011723	8.132	559880	1				556	2555	True	2590	2953	4695	4695		
P51970	P51970	1	1	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	NDUFA8	sp|P51970|NDUA8_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3	1	1	1	1	12.8	12.8	12.8	20.105	172	172	0.0012285	9.0337	666070	1				557	1864	True	1891	2150	3428	3428		
P51991	P51991	6	6	6	Heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	sp|P51991|ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2	1	6	6	6	20.4	20.4	20.4	39.594	378	378	0	44.565	6051500	13				558	842;1524;2081;2606;3137;4849	True;True;True;True;True;True	858;1547;2109;2641;3177;4907	972;1732;1733;2404;3008;3610;5625	1574;1575;2728;2729;2730;3842;3843;4766;4767;4768;4769;5698;8969	1575;2730;3842;4768;5698;8969		
P52209	P52209	9	9	9	6-phosphogluconate dehydrogenase, decarboxylating	PGD	sp|P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3	1	9	9	9	31.3	31.3	31.3	53.139	483	483	0	72.84	8295200	13				559	400;487;1616;1880;3032;3249;3433;3540;3791	True;True;True;True;True;True;True;True;True	407;497;1642;1907;3072;3294;3481;3588;3839	468;571;1856;2168;3495;3496;3736;3960;4077;4360	756;924;925;2941;2942;3454;5524;5525;5526;5874;6245;6246;6424;6854	756;924;2942;3454;5525;5874;6246;6424;6854		
P52272	P52272	11	11	11	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	1	11	11	11	22.7	22.7	22.7	77.515	730	730	0	85.235	7272500	15				560	16;117;1098;1608;1692;2226;3127;3154;3253;3384;4527	True;True;True;True;True;True;True;True;True;True;True	16;118;1116;1634;1718;2257;3167;3196;3298;3431;4581	20;135;1259;1847;1953;2570;3600;3629;3741;3899;5247;5248	27;206;1996;1997;2928;3096;4116;5684;5727;5882;6120;8293;8294;8295;8296	27;206;1997;2928;3096;4116;5684;5727;5882;6120;8294		
P52292	P52292	4	4	4	Importin subunit alpha-1	KPNA2	sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1	1	4	4	4	12.5	12.5	12.5	57.861	529	529	0	30.129	1777600	5				561	813;2746;2755;3396	True;True;True;True	829;2783;2792;3443	939;3171;3180;3181;3912	1521;5029;5038;5039;5040;6139	1521;5029;5040;6139		
P52434	P52434	1	1	1	DNA-directed RNA polymerases I, II, and III subunit RPABC3	POLR2H	sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4	1	1	1	1	8	8	8	17.143	150	150	0.0010571	6.9033	0	1				562	137	True	139	163	262	262		
P52565	P52565	2	2	2	Rho GDP-dissociation inhibitor 1	ARHGDIA	sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3	1	2	2	2	16.7	16.7	16.7	23.207	204	204	0	15.849	1423900	5				563	84;1376	True;True	85;1397	95;1571;1572	146;147;2488;2489;2490	146;2490		
P52597	P52597	8	6	6	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	HNRNPF	sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3	1	8	6	6	36.4	29.9	29.9	45.671	415	415	0	50.401	13425000	13				564	345;650;1670;2310;3180;3222;3694;4535	False;True;True;True;True;True;True;False	352;662;1696;2342;3222;3264;3265;3742;4589	405;406;752;753;1930;2663;2664;3656;3702;3703;4250;5256;5257	659;660;661;662;1209;1210;3067;3068;4263;4264;4265;5766;5824;5825;5826;5827;6682;8309;8310;8311;8312	660;1210;3067;4263;5766;5826;6682;8310	61	231
P52788	P52788	5	5	5	Spermine synthase	SMS	sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2	1	5	5	5	33.3	33.3	33.3	41.268	366	366	0	42.228	2832900	6				565	745;1672;2377;3004;4966	True;True;True;True;True	760;1698;2410;3044;5024	860;1932;2743;3463;3464;5753	1373;3070;4371;5468;5469;9196	1373;3070;4371;5469;9196		
P52815	P52815	2	2	2	39S ribosomal protein L12, mitochondrial	MRPL12	sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2	1	2	2	2	22.2	22.2	22.2	21.348	198	198	0.0012723	10.698	777110	2				566	2265;3003	True;True	2296;3043	2614;3462	4181;5467	4181;5467		
P52907	P52907	3	3	2	F-actin-capping protein subunit alpha-1	CAPZA1	sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3	1	3	3	2	16.1	16.1	12.6	32.922	286	286	0	23.543	1226300	5				567	753;2075;2774	True;True;True	768;2103;2811	868;2396;3202	1385;3829;3830;5069;5070	1385;3830;5069		
P53396	P53396	12	12	12	ATP-citrate synthase	ACLY	sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	1	12	12	12	16.1	16.1	16.1	120.84	1101	1101	0	93.152	4740800	15				568	398;894;1257;1959;2417;2784;3081;3170;3633;3793;4180;4310	True;True;True;True;True;True;True;True;True;True;True;True	405;911;1278;1987;2450;2822;3121;3212;3681;3841;4232;4362	466;1027;1028;1447;2263;2791;3214;3549;3646;4181;4362;4851;4997	754;1654;1655;1656;2292;3619;4437;4438;5087;5611;5753;6584;6856;7673;7674;7912	754;1656;2292;3619;4437;5087;5611;5753;6584;6856;7674;7912		
P53618	P53618	4	4	4	Coatomer subunit beta	COPB1	sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3	1	4	4	4	5.6	5.6	5.6	107.14	953	953	0	31.835	1645400	6				569	3314;3488;3679;4640	True;True;True;True	3361;3536;3727;4696	3819;3820;4022;4235;5379	6009;6010;6341;6342;6666;8495	6010;6341;6666;8495		
P53621	P53621	4	4	4	Coatomer subunit alpha;Xenin;Proxenin	COPA	sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2	1	4	4	4	5.7	5.7	5.7	138.34	1224	1224	0	24.034	1559500	1				570	2754;2938;3443;3892	True;True;True;True	2791;2978;3491;3942	3179;3387;3971;4472	5037;5345;6262;7009	5037;5345;6262;7009		
P53992	P53992	1	1	1	Protein transport protein Sec24C	SEC24C	sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3	1	1	1	1	1.5	1.5	1.5	118.32	1094	1094	0.0028169	5.9041	209830	1				571	2610	True	2645	3017	4797	4797		
P53999	P53999	2	2	2	Activated RNA polymerase II transcriptional coactivator p15	SUB1	sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3	1	2	2	2	17.3	17.3	17.3	14.395	127	127	0	16.833	1751100	2				572	525;1627	True;True	536;1653	615;1877	1008;2983;2984	1008;2983		
P54105	P54105	1	1	1	Methylosome subunit pICln	CLNS1A	sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1	1	1	1	1	5.5	5.5	5.5	26.215	237	237	0.00097847	6.3349	175400	1				573	1658	True	1684	1917	3049	3049		
P54136	P54136	4	4	4	Arginine--tRNA ligase, cytoplasmic	RARS	sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2	1	4	4	4	7.1	7.1	7.1	75.378	660	660	0	28.129	2208900	4				574	2366;2597;2824;4504	True;True;True;True	2399;2632;2864;4556	2726;2998;3262;5215	4352;4750;5161;8240	4352;4750;5161;8240		
P54577	P54577	5	5	5	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	YARS	sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4	1	5	5	5	12.9	12.9	12.9	59.143	528	528	0	32.622	2054500	6				575	109;290;2279;3718;3829	True;True;True;True;True	110;295;2310;3766;3877	126;344;2629;4278;4402	195;565;566;4209;6727;6728;6908	195;566;4209;6727;6908		
P54578	P54578	3	3	3	Ubiquitin carboxyl-terminal hydrolase 14	USP14	sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3	1	3	3	3	8.1	8.1	8.1	56.068	494	494	0	24.138	765660	4				576	1323;2854;3776	True;True;True	1344;2894;3824	1514;3297;4341	2398;2399;5208;6820	2399;5208;6820		
P54709	P54709	1	1	1	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1	1	1	1	1	3.9	3.9	3.9	31.512	279	279	0.0011507	7.88	416100	1				577	3577	True	3625	4120	6491	6491		
P54727	P54727	3	3	3	UV excision repair protein RAD23 homolog B	RAD23B	sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1	1	3	3	3	8.1	8.1	8.1	43.171	409	409	0	18.135	1947100	4				578	375;3329;3450	True;True;True	382;3376;3498	439;3838;3979	712;713;6037;6276	713;6037;6276		
P54819	P54819	3	3	3	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2	sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2	1	3	3	3	19.7	19.7	19.7	26.477	239	239	0	20.736	2461000	4				579	939;2893;3040	True;True;True	957;2933;3080	1088;3341;3505	1749;5273;5540;5541	1749;5273;5540		
P55010	P55010	3	3	3	Eukaryotic translation initiation factor 5	EIF5	sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2	1	3	3	3	10.2	10.2	10.2	49.222	431	431	0	23.55	2890100	5				580	262;1402;4652	True;True;True	267;1424;4708	314;1599;5393	513;514;515;2526;8514	515;2526;8514		
P55036;A2A3N6	P55036;A2A3N6	2;1	2;1	2;1	26S proteasome non-ATPase regulatory subunit 4;Putative PIP5K1A and PSMD4-like protein	PSMD4;PIPSL	sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1;sp|A2A3N6|PIPSL_HUMAN Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens OX=9606 GN=PIPSL PE=5 SV=1	2	2	2	2	8.8	8.8	8.8	40.736	377	377;862	0	18.504	626460	2				581	4602;4694	True;True	4657;4751	5335;5442	8433;8589	8433;8589		
P55060	P55060	11	11	11	Exportin-2	CSE1L	sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3	1	11	11	11	14.4	14.4	14.4	110.42	971	971	0	112.59	6247300	13				582	9;267;482;2136;2781;2791;2797;3144;3371;3666;3991	True;True;True;True;True;True;True;True;True;True;True	9;272;492;2165;2819;2829;2835;3184;3418;3714;4042	11;319;566;2465;3211;3221;3227;3617;3885;4220;4589	14;521;919;3948;3949;5083;5096;5103;5707;6100;6649;7213;7214	14;521;919;3948;5083;5096;5103;5707;6100;6649;7213		
P55072	P55072	29	29	29	Transitional endoplasmic reticulum ATPase	VCP	sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4	1	29	29	29	47.5	47.5	47.5	89.321	806	806	0	239.35	80245000	51				583	156;160;360;736;824;993;1014;1050;1085;1086;1091;1479;1707;1804;2351;2456;2474;2534;2569;3108;3275;3490;3491;3582;3707;4563;4774;4827;4949	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	159;163;367;751;840;1011;1032;1068;1103;1104;1109;1501;1733;1734;1831;2384;2489;2507;2569;2604;3148;3321;3538;3539;3630;3755;4618;4831;4884;5007	186;190;422;423;849;953;954;1148;1169;1206;1245;1246;1252;1683;1971;1972;1973;1974;2076;2708;2839;2858;2932;2967;2968;3580;3766;3767;4025;4026;4125;4264;5294;5535;5596;5734	298;299;305;306;685;686;687;1359;1360;1548;1549;1835;1864;1917;1976;1977;1986;1987;2655;3124;3125;3126;3127;3128;3129;3130;3286;3287;4319;4320;4506;4507;4531;4666;4667;4712;4713;4714;4715;5660;5917;5918;6346;6347;6348;6501;6700;8373;8791;8919;8920;9169	299;306;687;1360;1549;1835;1864;1917;1976;1977;1987;2655;3129;3286;4320;4506;4531;4667;4714;5660;5917;6346;6347;6501;6700;8373;8791;8920;9169	62	550
P55084	P55084	7	7	7	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB	sp|P55084|ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3	1	7	7	7	24.1	24.1	24.1	51.294	474	474	0	43.506	3475400	5				584	257;549;1109;1313;2581;2705;4276	True;True;True;True;True;True;True	261;561;1127;1334;2616;2742;4328	306;642;1270;1504;2981;3127;4962	498;1053;2012;2378;4729;4968;7861	498;1053;2012;2378;4729;4968;7861		
P55145	P55145	1	1	1	Mesencephalic astrocyte-derived neurotrophic factor	MANF	sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3	1	1	1	1	7.7	7.7	7.7	20.7	182	182	0.0011696	8.0628	215300	1				585	2514	True	2549	2911	4635	4635		
