Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1,Reporter intensity 2,Reporter intensity 3,Reporter intensity 4,Reporter intensity 5,Reporter intensity 6,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
P14669,Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III),Anxa3 Anx3,25,70.1,36.363,324,0.0,280.77,2513700.0,2448500.0,2737600.0,2311100.0,2513500.0,3058800.0,9405800000.0,2659,417;2440;2441;5114;5309;5310;6050;10145;14738;15311;15984;16596;17394;18916;21967;21968;27811;30577;30578;31242;33839;35038;39045;40896;44309,2036;2037;2038;2039;2040;2041;12684;12685;12686;12687;12688;12689;26439;26440;26441;26442;26443;26444;26445;27506;27507;27508;27509;27510;27511;27512;27513;27514;27515;31793;31794;31795;31796;31797;31798;31799;31800;53780;53781;53782;53783;53784;53785;53786;77054;77055;77056;77057;77058;79960;79961;79962;79963;83626;83627;83628;83629;83630;86878;86879;86880;86881;86882;86883;86884;86885;86886;86887;86888;86889;91050;91051;91052;91053;91054;91055;91056;91057;91058;91059;91060;91061;99216;99217;115578;115579;115580;115581;115582;115583;115584;143096;143097;143098;158041;158042;158043;158044;158045;158046;161552;161553;161554;161555;161556;173317;173318;173319;173320;173321;173322;173323;173324;173325;173326;178521;198957;198958;198959;198960;198961;208927;208928;227116;227117,2181
P14740,Dipeptidyl peptidase 4 (EC 3.4.14.5) (Bile canaliculus domain-specific membrane glycoprotein) (Dipeptidyl peptidase IV) (DPP IV) (GP110 glycoprotein) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form); Dipeptidyl peptidase 4 60 kDa soluble form (Dipeptidyl peptidase IV 60 kDa soluble form)],Dpp4 Cd26,20,28.7,88.087,767,0.0,121.55,1864700.0,2181100.0,2022100.0,1760300.0,1986600.0,2288600.0,6578199999.999999,2660,1427;4690;14555;17155;18299;19540;20672;21055;21649;23508;24981;25318;29161;33635;40269;40410;42214;44262;44616;45646,7355;7356;7357;7358;7359;7360;7361;7362;24402;24403;24404;24405;76091;76092;76093;76094;76095;89738;89739;89740;89741;96213;96214;96215;102750;102751;102752;102753;102754;109042;111070;114178;114179;114180;122161;122162;129317;129318;129319;129320;131057;131058;131059;131060;131061;131062;131063;131064;150513;172421;205473;205474;205475;205476;205477;205478;206217;206218;206219;206220;206221;206222;206223;206224;206225;206226;216198;216199;216200;216201;216202;216203;216204;216205;216206;226852;226853;226854;226855;226856;226857;228566;228567;228568;228569;228570;234173;234174;234175;234176;234177;234178;234179;234180;234181;234182,7782
P14841,Cystatin-C (Cystatin-3),Cst3,3,25.0,15.437,140,0.0,11.649,30394.0,27575.0,27325.0,24985.0,30388.0,34578.0,96809000.0,2661,2148;17384;26094,11228;90974;90975;90976;134916;134917;134918;134919;134920,11864
P14882,"Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)",Pcca,33,54.8,81.622,737,0.0,323.31,4007600.0,3944200.0,4126300.0,3735100.0,4095900.0,4767600.0,18272000000.0,2662,1444;4627;4628;4965;7238;10025;12300;13789;14279;15869;17740;18257;18316;18380;23556;25379;26699;27293;27624;28380;28656;28819;30026;32275;35226;37563;37564;38417;40022;42979;43701;44022;46003,7454;7455;7456;7457;7458;7459;24156;24157;24158;24159;24160;24161;24162;24163;24164;24165;24166;24167;24168;25592;38464;38465;38466;53184;53185;53186;53187;53188;53189;53190;53191;53192;53193;53194;53195;64551;64552;64553;64554;64555;72336;72337;72338;72339;72340;72341;72342;72343;72344;72345;72346;72347;72348;72349;74625;74626;74627;74628;74629;74630;74631;74632;74633;74634;74635;74636;74637;83018;93049;93050;93051;93052;95960;95961;95962;96316;96317;96318;96319;96320;96321;96322;96622;96623;122330;122331;122332;122333;122334;122335;131345;131346;131347;131348;131349;131350;131351;137948;137949;137950;137951;140705;140706;140707;140708;140709;140710;140711;140712;140713;140714;140715;140716;140717;142226;142227;142228;142229;142230;142231;142232;146323;147573;147574;147575;147576;147577;147578;147579;147580;147581;147582;147583;147584;148484;148485;148486;148487;155487;155488;155489;155490;166432;166433;166434;166435;179332;179333;179334;179335;190917;190918;190919;190920;190921;190922;190923;190924;190925;190926;190927;190928;190929;190930;190931;190932;190933;195571;195572;195573;195574;195575;195576;195577;195578;195579;195580;203943;203944;203945;220497;220498;220499;220500;220501;220502;224114;224115;224116;224117;224118;224119;224120;224121;224122;224123;224124;224125;224126;225757;225758;225759;225760;225761;225762;225763;235983;235984;235985;235986;235987;235988;235989;235990,7885
P14942,Glutathione S-transferase alpha-4 (EC 2.5.1.18) (GST 8-8) (GST A4-4) (GST K) (Glutathione S-transferase Yk) (GST Yk),Gsta4,9,45.9,25.51,222,0.0,56.594,3432100.0,3347500.0,3470400.0,3011200.0,3303600.0,3759400.0,21824000000.0,2663,1897;2994;5719;9219;13780;19316;21256;22232;23008;28646;45092,9908;9909;9910;9911;9912;9913;9914;9915;9916;9917;15736;15737;15738;15739;15740;15741;15742;15743;15744;15745;15746;15747;15748;29799;29800;48675;48676;48677;48678;48679;48680;48681;48682;48683;72298;72299;72300;72301;72302;72303;72304;72305;72306;72307;101442;101443;101444;101445;101446;101447;101448;101449;101450;112097;112098;112099;112100;112101;112102;112103;112104;112105;116693;116694;116695;116696;120216;120217;120218;120219;120220;120221;120222;120223;120224;120225;120226;120227;147530;147531;147532;147533;147534;147535;231288;231289;231290;231291;231292;231293,10485
P15083,Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) [Cleaved into: Secretory component],Pigr,24,31.3,84.797,769,0.0,113.32,1309100.0,1128300.0,960500.0,1233900.0,1205100.0,1162900.0,4503700000.0,2664,2017;5099;7052;8730;9702;10119;11879;12141;14300;15183;15184;17225;17738;22064;30340;30682;33464;33910;34036;37036;37954;39908;40224;44525,10595;10596;10597;10598;26377;37530;37531;46197;46198;46199;46200;46201;46202;51409;51410;51411;51412;53661;53662;53663;53664;53665;53666;53667;62124;62125;62126;62127;63573;74816;74817;74818;74819;74820;79301;79302;79303;79304;79305;79306;79307;79308;79309;79310;79311;79312;79313;90057;93040;93041;93042;93043;93044;93045;115987;115988;115989;156929;156930;156931;156932;158567;158568;158569;158570;158571;171580;171581;171582;171583;171584;171585;171586;171587;171588;173649;173650;173651;173652;173653;173654;173655;174143;188106;188107;193051;193052;193053;193054;193055;193056;193057;203342;203343;203344;203345;203346;203347;205209;228098,11205
P15127,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],Insr,2,1.0,156.76,1383,0.00028353,8.1186,27629.0,21242.0,24588.0,21657.0,23651.0,29583.0,69801000.0,2665,6260;19513,33223;102655;102656;102657;102658,35099
P15129,Cytochrome P450 4B1 (EC 1.14.14.1) (CYPIVB1) (Cytochrome P450 L-2) (Cytochrome P450 isozyme 5),Cyp4b1 Cyp4b-1,3,7.6,58.936,511,0.0,9.643,41001.0,42131.0,34812.0,39839.0,46060.0,48958.0,66511000.0,2666,16022;19027;32982,83895;83896;99800;169704;169705,88885
P15149,Cytochrome P450 2A2 (EC 1.14.14.1) (CYPIIA2) (Cytochrome P450-UT-4) (Testosterone 15-alpha-hydroxylase),Cyp2a2 Cyp2a-2,19,37.2,56.345,492,0.0,201.69,2483900.0,2403300.0,2404800.0,2310900.0,2171400.0,2332100.0,14289000000.0,2667,5628;5629;5630;7908;7993;8450;12899;13595;14008;14249;14351;15307;17326;17891;18603;20166;21687;24432;29299;29521;29965;33126;33208;33921;34019;39129;40208;41760;45219;45566,29243;29244;29245;29246;29247;29248;29249;29250;29251;29252;29253;29254;29255;29256;29257;41728;41729;41730;41731;41732;41733;41734;41735;41736;41737;41738;41739;41740;41741;41742;42194;42195;42196;42197;42198;42199;42200;42201;42202;42203;42204;42205;42206;42207;42208;42209;42210;42211;44741;44742;44743;44744;44745;44746;44747;44748;67877;67878;67879;67880;67881;67882;67883;71400;71401;71402;71403;71404;71405;73461;73462;73463;74484;74485;74486;74487;75034;75035;79937;79938;79939;79940;79941;79942;79943;79944;79945;79946;90665;90666;90667;90668;90669;90670;90671;90672;90673;90674;90675;93999;94000;94001;94002;94003;94004;94005;94006;94007;94008;94009;94010;94011;94012;97682;97683;97684;97685;97686;97687;97688;97689;97690;97691;106145;106146;106147;106148;106149;106150;106151;106152;106153;106154;106155;106156;114341;114342;114343;114344;114345;114346;114347;114348;114349;114350;114351;114352;126614;126615;126616;126617;126618;126619;126620;126621;126622;126623;126624;126625;126626;126627;126628;126629;126630;151266;151267;151268;151269;151270;151271;151272;151273;151274;151275;151276;151277;151278;151279;151280;151281;151282;151283;151284;151285;151286;151287;151288;151289;151290;151291;152785;152786;152787;152788;152789;155204;155205;155206;155207;155208;170244;170245;170246;170247;170248;170249;170250;170251;170587;170588;170589;170590;173705;174080;174081;174082;174083;199360;199361;199362;199363;199364;199365;199366;199367;199368;205067;205068;205069;205070;205071;205072;205073;205074;205075;213758;213759;231909;231910;231911;231912;231913;233727;233728;233729;233730;233731;233732;233733;233734;233735;233736;233737;233738,30883
P15178,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",Dars1 Dars Drs1,25,54.3,57.126,501,0.0,166.19,2438200.0,2482000.0,2593300.0,2367800.0,2441000.0,2997900.0,8070299999.999999,2668,2339;3796;4330;8353;10167;10324;10325;11680;12710;13276;13678;14123;15226;15562;19884;19932;20180;21820;24759;26834;32455;33085;36319;44904;45255,12157;12158;12159;12160;12161;12162;12163;12164;19886;19887;19888;19889;19890;19891;22658;22659;22660;22661;22662;44157;44158;44159;44160;44161;44162;44163;53922;53923;53924;53925;53926;53927;53928;53929;53930;53931;54576;54577;54578;54579;54580;54581;61122;61123;61124;61125;61126;66839;66840;66841;66842;69843;69844;69845;69846;69847;69848;71770;71771;71772;71773;73961;79496;79497;79498;79499;79500;79501;79502;81373;81374;81375;81376;81377;81378;81379;81380;81381;81382;104553;104554;104555;104556;104557;104558;104559;104560;104803;104804;104805;106203;106204;106205;106206;114968;114969;114970;114971;128251;138558;138559;167233;167234;167235;167236;170081;170082;170083;184769;184770;184771;184772;184773;184774;184775;184776;230119;230120;230121;232086;232087;232088;232089;232090;232091,12830
P15257,Hepatocyte nuclear factor 1-alpha (HNF-1-alpha) (HNF-1A) (Liver-specific transcription factor LF-B1) (LFB1) (Transcription factor 1) (TCF-1),Hnf1a Hnf-1 Hnf-1a Tcf1,2,3.7,67.212,628,0.00022904,3.3821,62496.0,66557.0,61697.0,59388.0,72911.0,89445.0,51457000.0,2669,10502;12002,55414;62814;62815;62816,58609
P15589,Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase),Sts,6,12.1,62.678,577,0.0,22.498,423160.0,412730.0,363030.0,406180.0,352440.0,434080.0,767700000.0,2670,13710;16945;23688;23755;23872;25335,71952;71953;71954;88694;88695;88696;88697;88698;88699;122953;122954;122955;122956;123271;123879;123880;123881;123882;123883;131134;131135,76169
P15650,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)",Acadl,21,44.4,47.872,430,0.0,235.73,8933000.0,9076000.0,9073900.0,8507300.0,9138600.0,9997300.0,148610000000.0,2671,1374;3087;4599;11416;13250;15576;19694;22214;22812;24301;24724;26729;26730;27762;32539;34162;34370;35481;39305;40021;43111,7026;7027;7028;7029;7030;7031;7032;7033;7034;7035;7036;16209;16210;16211;16212;16213;16214;16215;16216;16217;16218;16219;16220;16221;16222;16223;16224;16225;16226;16227;16228;16229;16230;16231;16232;24006;24007;24008;24009;24010;24011;24012;24013;24014;24015;24016;24017;24018;24019;24020;24021;24022;24023;24024;24025;24026;24027;24028;24029;24030;24031;24032;24033;24034;24035;60102;60103;60104;60105;60106;60107;60108;60109;60110;60111;60112;60113;60114;60115;60116;60117;60118;60119;60120;60121;60122;60123;60124;60125;60126;60127;60128;60129;60130;60131;60132;60133;60134;60135;60136;60137;60138;60139;69716;69717;69718;69719;69720;69721;69722;69723;69724;69725;69726;69727;69728;69729;69730;69731;69732;69733;69734;69735;81472;81473;81474;81475;81476;81477;81478;81479;81480;81481;81482;81483;81484;81485;81486;81487;81488;81489;81490;81491;81492;81493;81494;81495;81496;81497;81498;81499;81500;81501;81502;81503;81504;81505;81506;81507;81508;81509;81510;81511;81512;81513;81514;81515;81516;81517;81518;81519;81520;81521;103561;103562;103563;103564;103565;103566;103567;103568;116616;116617;116618;116619;116620;116621;116622;116623;116624;116625;116626;116627;116628;116629;116630;116631;116632;116633;119338;119339;119340;119341;119342;125938;125939;125940;125941;125942;125943;125944;125945;125946;125947;125948;125949;125950;125951;125952;125953;125954;125955;128041;128042;128043;128044;128045;128046;128047;138110;138111;138112;138113;138114;138115;138116;138117;138118;138119;138120;138121;138122;138123;138124;138125;138126;138127;138128;138129;138130;138131;138132;138133;142866;142867;142868;142869;142870;142871;142872;167691;167692;167693;167694;167695;167696;167697;167698;167699;167700;167701;167702;167703;174561;174562;174563;174564;174565;174566;174567;174568;174569;174570;174571;174572;174573;175367;175368;175369;180649;180650;180651;180652;180653;180654;180655;180656;180657;200323;200324;200325;200326;200327;200328;203927;203928;203929;203930;203931;203932;203933;203934;203935;203936;203937;203938;203939;203940;203941;203942;221112;221113;221114;221115;221116;221117;221118;221119;221120;221121;221122;221123;221124;221125;221126;221127;221128;221129;221130;221131;221132;221133;221134;221135;221136;221137;221138;221139;221140;221141;221142;221143;221144;221145;221146;221147,7420
P15651,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)",Acads,21,70.1,44.765,412,0.0,323.31,4080800.0,4214700.0,4387500.0,3752500.0,3990200.0,4866800.0,33433000000.0,2672,3520;4250;9028;9853;10932;10933;11137;13394;14915;16075;17994;19065;19743;19812;21361;23579;23608;25473;27172;28176;33352,18474;18475;18476;18477;18478;18479;18480;18481;18482;18483;18484;18485;18486;18487;18488;18489;18490;22227;22228;22229;22230;47577;47578;47579;47580;47581;47582;47583;47584;47585;47586;47587;47588;47589;52200;52201;52202;52203;52204;52205;57585;57586;57587;57588;57589;57590;57591;57592;57593;57594;57595;57596;57597;57598;57599;57600;57601;57602;57603;57604;57605;57606;57607;57608;58589;58590;58591;58592;58593;58594;58595;58596;58597;58598;58599;58600;58601;58602;58603;58604;58605;58606;58607;58608;58609;58610;58611;58612;58613;58614;58615;58616;58617;58618;58619;70458;78012;78013;78014;78015;78016;78017;78018;78019;84207;84208;84209;84210;84211;84212;84213;84214;84215;84216;84217;84218;84219;84220;84221;94564;94565;94566;94567;94568;100012;100013;100014;100015;100016;100017;103840;103841;103842;103843;103844;103845;103846;103847;103848;103849;103850;103851;103852;103853;103854;103855;103856;104163;104164;104165;104166;112710;112711;112712;112713;112714;112715;112716;112717;112718;112719;112720;112721;112722;112723;112724;122418;122419;122420;122421;122422;122423;122424;122425;122564;122565;122566;122567;122568;122569;122570;122571;122572;122573;122574;122575;122576;122577;122578;122579;122580;122581;122582;122583;122584;122585;122586;122587;122588;122589;122590;122591;122592;122593;122594;122595;122596;122597;122598;122599;122600;131723;131724;131725;140180;140181;140182;140183;140184;140185;140186;140187;145075;145076;145077;145078;145079;171076;171077;171078;171079;171080;171081;171082;171083;171084;171085;171086;171087;171088;171089,19505
P15684,Aminopeptidase N (AP-N) (rAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Kidney Zn peptidase) (KZP) (Microsomal aminopeptidase) (CD antigen CD13),Anpep,19,30.6,109.45,965,0.0,107.31,806450.0,849720.0,849050.0,788390.0,858960.0,1059600.0,2445100000.0,2673,2251;2298;6598;8846;11592;15884;21071;23059;24809;29176;34592;34890;35167;35170;35267;38250;39046;43655;45605,11759;11760;11761;11762;11763;11764;11765;11973;11974;11975;11976;11977;11978;11979;11980;11981;11982;11983;11984;11985;11986;34953;34954;34955;46757;46758;46759;46760;60775;60776;60777;60778;60779;83066;111105;111106;111107;111108;120427;120428;120429;120430;120431;128523;128524;128525;128526;150583;150584;176336;176337;176338;176339;177761;179100;179101;179106;179107;179500;194567;198962;198963;198964;223721;223722;223723;223724;223725;233910;233911;233912,12418
P15709,Sulfotransferase 2A1 (ST2A1) (EC 2.8.2.2) (Bile salt sulfotransferase) (EC 2.8.2.14) (Hydroxysteroid sulfotransferase) (ST) (ST-20),Sult2a1 St2a1,20,31.0,33.134,284,0.0,125.15,3527100.0,4707900.0,3948100.0,3290300.0,3740800.0,4040000.0,22961000000.0,2674,5401;7645;7871;11077;11995;14514;16714;17494;19165;22422;22491;22707;22939;24638;28679;30144;31634;36587;44349;46005,27857;27858;27859;27860;27861;27862;27863;27864;27865;40326;41499;58254;58255;58256;58257;58258;58259;58260;58261;58262;58263;58264;62767;62768;62769;62770;62771;62772;62773;62774;62775;62776;62777;62778;62779;62780;62781;62782;62783;75918;75919;75920;75921;75922;75923;75924;75925;75926;75927;75928;75929;75930;75931;87577;87578;91609;91610;91611;91612;91613;91614;100632;100633;100634;117609;117610;117611;117612;118025;118026;118027;118951;118952;118953;118954;118955;118956;118957;118958;118959;118960;118961;118962;119815;119816;119817;127649;127650;127651;127652;127653;127654;127655;127656;127657;127658;127659;127660;147723;147724;155955;155956;155957;155958;155959;155960;155961;163499;163500;163501;163502;163503;185982;185983;185984;185985;185986;185987;185988;185989;185990;185991;227297;227298;227299;227300;227301;235994;235995;235996;235997;235998;235999;236000;236001;236002;236003;236004;236005;236006;236007,29439
