Gene names,Reporter intensity 3 set1,Reporter intensity 2 set1,Reporter intensity 2 ,Protein names,Reporter intensity 1 set1,Intensity,Reporter intensity 1 set2,Reporter intensity 3 set2,Reporter intensity 4 set3,Reporter intensity 1 ,Reporter intensity 4 ,Reporter intensity 2 set3,Reporter intensity 2 set2,Reporter intensity 3 set3,Best MS/MS,Reporter intensity 3 ,Sequence coverage [%],Reporter intensity 1 set3,Evidence IDs,Reporter intensity 4 set2,Q-value,Mol. weight [kDa],Peptide IDs,Protein IDs,Razor + unique peptides,Score,Reporter intensity 4 set1,Sequence length
RAE1 MRNP41,31859.0,25297.0,66291.0,mRNA export factor RAE1 (Rae1 protein homolog) (mRNA-associated protein mrnp 41),23481.0,42292000.0,5165.5,5736.7,8354.7,67327.0,76291.0,8809.1,5037.6,10279.0,8025,80817.0,25.8,11376.0,7707;14297;36869;36870;36871;36872;36873;38332;38333;38334;38335;71533;71534;71535;71536;95650;95651,7219.3,0.0,40.968,2189;4084;10551;10552;10963;20537;27726,P78406,7,47.758,28274.0,368
GSTO1 GSTTLP28,81685.0,70824.0,107400.0,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),72153.0,436530000.0,22333.0,29343.0,48251.0,106080.0,109470.0,43150.0,24622.0,47822.0,21613,123430.0,32.0,49899.0,20786;20787;20788;20789;20790;20791;20792;20793;20794;21699;21700;40117;40118;40119;40120;40121;40122;40123;40124;42692;42693;42694;42695;42696;42697;42698;55372;55373;55374;63733;63734;63735;63736;63737;63738;63739;63740;63741;64436;64437;64438;64439;64440;64441;64442;64443;70361;70362;70363;70364,28467.0,0.0,27.566,5848;6123;6124;11481;12144;15677;18199;18409;20202,P78417,9,27.895,81816.0,241
RELN,39650.0,36991.0,1871.0,Reelin (EC 3.4.21.-),42789.0,50858000.0,6376.8,8504.8,1366.6,2198.7,1884.5,1473.1,6910.8,1643.4,22667,2590.2,3.8,1310.8,21805;28831;33445;33446;33447;33448;35824;35825;35826;35827;39035;48171;48172;48173;51271;51272;101825;101826;101827;101828;101829;102837;104908;108913,7182.0,0.0,388.38,6164;8242;9596;10260;11158;13618;14491;29304;29613;30195;31345,P78509,11,39.864,30577.0,3460
PRKDC HYRC HYRC1,422060.0,371180.0,546130.0,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460),407570.0,1309600000.0,198920.0,248900.0,206080.0,576230.0,509120.0,196060.0,215820.0,219700.0,6772,617640.0,33.1,190810.0,6487;6488;7075;7076;7077;7078;7449;7450;7451;9089;9090;9091;9092;9093;9094;9095;9100;9101;9102;9103;9104;9105;13642;13643;13644;13662;13663;13664;13665;13666;14515;14516;15071;15072;15073;15074;15075;15076;15077;15078;16493;16494;16702;16703;16704;17119;17688;17689;17690;17691;17692;17693;20419;20424;21434;21435;21436;22849;22850;22851;22852;22853;23171;23172;23173;23174;23175;24813;24814;24815;24816;24817;24818;26360;26361;26362;26363;26364;27435;31135;31949;31950;33340;33341;33545;33546;35901;35902;35903;36718;36719;36720;36721;36859;37018;37174;37175;37176;37820;37821;37822;37823;38244;38245;38246;38661;38662;38663;38664;38665;38666;38667;39256;39257;39258;39259;39677;42198;42199;42798;42799;42800;42801;43594;43595;44103;44104;44105;44106;44387;44388;44928;44929;44930;44931;44932;44933;44934;44935;47605;47606;47607;47608;47609;47610;47611;47612;47613;48716;48717;48718;48719;48720;48721;49310;49311;49312;49313;49314;49315;49729;49730;49731;49732;49784;51160;51161;51162;51163;53547;53548;53549;54469;55039;55638;56337;56338;56339;57648;57649;57650;57651;57816;57817;57818;57819;57820;57821;57822;57823;58394;58395;58396;58397;58623;58624;60579;61190;61191;61192;61193;61194;61195;61196;61197;61270;61271;61272;61273;61274;63641;63642;63710;63711;63712;63713;63714;63715;63716;63717;63718;63719;64485;64486;64487;64488;64489;64490;64491;65064;65065;65086;65304;65305;65306;65307;66335;66336;66337;66338;66339;66340;66341;66342;67530;67531;67532;68213;68214;68215;68216;69187;69188;69189;69621;70096;72293;72294;72295;72296;72941;72942;73335;73336;73550;73551;73552;73553;73713;73714;73715;73716;73717;74064;74065;75023;75024;75025;75026;75027;75292;76511;76512;77196;77197;77606;77607;77608;77609;77610;77611;77614;77615;77616;79421;79422;81713;81714;81715;81716;81717;81718;81948;81949;81950;81951;84499;84500;84501;84502;84503;84504;84578;84579;84580;84581;84582;84622;84623;85104;86103;86104;86105;86106;86107;86551;87555;87556;89832;89833;93259;93260;93458;94348;94349;94350;94351;94774;94775;94776;94777;94778;97552;97553;97554;97555;97556;97557;97970;103049;103050;103051;104134;104135;104136;104137;104690;105019;106423;108061;108167;108168;108169;108170;108171;108172;108173;108545;108546;108547,235830.0,0.0,469.08,1826;2003;2115;2588;2590;3898;3904;4150;4310;4656;4657;4717;4861;5033;5746;5751;6045;6445;6534;7012;7522;7863;8920;9166;9570;9622;10285;10505;10546;10594;10638;10817;10941;11057;11226;11351;11996;12178;12423;12566;12651;12808;13479;13480;13758;13936;14028;14045;14457;15104;15388;15569;15772;15996;16401;16402;16467;16628;16695;17311;17446;17447;17466;18168;18193;18194;18425;18606;18618;18710;19045;19406;19407;19602;19870;20004;20126;20759;20956;21076;21145;21192;21294;21554;21636;21995;22204;22205;22329;22331;22935;23712;23775;24515;24538;24545;24693;25006;25145;25425;26086;27082;27161;27421;27512;28209;28298;29666;29954;30124;30239;30634;31092;31127;31230,P78527,115,323.31,434090.0,4128
CCL20 LARC MIP3A SCYA20,2172.5,2063.2,0.0,C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20) [Cleaved into: CCL20(1-67); CCL20(1-64); CCL20(2-70)],2549.3,10835000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70186,0.0,26.0,0.0,66911;77795;77796;77797;77798;77799,0.0,0.0,10.762,19233;22385,P78556,2,15.864,1816.6,96
NUCB2 NEFA,10142.0,9112.1,20603.0,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1],14626.0,22111000.0,8203.5,3974.4,11276.0,24718.0,22923.0,11718.0,3178.7,12675.0,105901,23794.0,4.3,16449.0,101198;101199;101200;102210;102211;102212,3929.5,0.00029248,50.222,29147;29411,P80303,2,3.3347,9545.8,420
ABAT GABAT,136220.0,110310.0,238820.0,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",85859.0,423970000.0,52754.0,64383.0,43778.0,235000.0,241470.0,47390.0,55704.0,50772.0,6011,271420.0,60.8,44566.0,5770;5771;5772;5773;10572;10573;20675;20676;20677;21053;21054;21055;21056;21057;38880;38881;38882;39165;39166;39167;40819;40820;40821;40822;40823;40824;40825;41866;41867;41868;41869;41870;41871;41872;41873;41874;45486;45487;45488;45489;45490;45491;45492;45493;46591;46592;46593;46594;46595;46596;46597;54578;54579;54580;62214;62215;62216;62217;62218;62219;62843;62844;62845;62846;70577;70578;70579;70580;70581;70582;70583;70584;70822;78113;78114;78115;78933;78934;78935;79799;79800;79801;79802;92245;92246;92247;92248;92249;94112;94113;94114;94115;94116;94117;94118;94119;94120;96949;96950;96951;96952;96953;96954;96955,54489.0,0.0,56.438,1659;3013;5825;5925;11119;11198;11665;11921;12959;13234;15418;17759;17937;17938;20247;20317;22479;22769;23067;26749;27354;27355;28054,P80404,23,197.92,139960.0,500
TMF1 ARA160,5470.4,5452.2,0.0,TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa),3927.4,2991400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26211,0.0,2.0,0.0,25188;42057,0.0,0.0,122.84,7129;11960,P82094,2,4.4715,5571.1,1093
MRPS22 C3orf5 RPMS22 GK002,8225.2,7520.3,7186.2,"Small ribosomal subunit protein mS22 (28S ribosomal protein S22, mitochondrial) (MRP-S22) (S22mt)",7567.2,50654000.0,0.0,0.0,0.0,8122.0,7651.2,0.0,0.0,0.0,15432,8944.2,31.7,0.0,14836;14837;45437;48701;49183;49184;49185;49186;49187;54661;56091;56092;64310;90035;90036;90037;101679;101680;101681;101682;101683;101684,0.0,0.0,41.28,4243;12947;13754;13907;13908;15441;15912;18391;26139;29265,P82650,10,36.446,7010.7,360
MRPS25 RPMS25,27387.0,23442.0,11016.0,"Small ribosomal subunit protein mS25 (28S ribosomal protein S25, mitochondrial) (MRP-S25) (S25mt)",26310.0,38206000.0,9398.3,9522.1,6139.2,8270.5,9429.9,7283.0,8663.4,8369.5,21192,12086.0,63.0,8163.6,20379;20380;20381;23382;33168;33169;33170;33171;33558;72266;78193;78194;78195;92034;92035;101034;101035;101036,7996.7,0.0,20.116,5736;6593;9523;9629;20744;22506;26686;29102,P82663,8,35.181,21268.0,173
MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213,6192.0,5584.4,3051.4,"Small ribosomal subunit protein mS35 (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt) (28S ribosomal protein S35, mitochondrial) (MRP-S35) (S35mt)",5745.9,31147000.0,6088.5,9185.2,6165.1,2869.6,3003.8,4854.7,7881.3,5710.2,44450,3951.1,26.3,4594.3,42766;42767;49939;49940;66854;66855;66856;72258;72259;72943;72944;72945;72946;73826;88093;88094;88095;88096,9062.5,0.0,36.844,12166;14100;19217;20740;20957;21229;25576,P82673,7,42.962,6226.8,323
MRPS5,11371.0,9785.7,13769.0,"Small ribosomal subunit protein uS5m (28S ribosomal protein S5, mitochondrial) (MRP-S5) (S5mt)",8189.0,44359000.0,0.0,0.0,0.0,12635.0,13933.0,0.0,0.0,0.0,35284,15758.0,21.6,0.0,33949;33950;38295;53361;53362;53363;53364;76883;76884;76885;76886;76887;102553;106074;106075;106606;106607,0.0,0.0,48.006,9751;10954;15036;22114;22115;29522;30550;30693,P82675,8,35.541,9623.6,430
MRPS11 RPMS11 HCC2,1270.2,1491.4,0.0,"Small ribosomal subunit protein uS11m (28S ribosomal protein S11, mitochondrial) (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2)",1626.9,10468000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31269,0.0,28.4,0.0,30095;32668;54442;77772,0.0,0.0,20.616,8596;9378;15382;22378,P82912,4,6.7866,1537.2,194
MRPS15 RPMS15 DC37,36536.0,31473.0,27266.0,"Small ribosomal subunit protein uS15m (28S ribosomal protein S15, mitochondrial) (MRP-S15) (S15mt)",34898.0,20365000.0,0.0,0.0,0.0,24720.0,30591.0,0.0,0.0,0.0,19610,31804.0,15.6,0.0,18856;18857;18858;18859;54924;58705;88205;88206,0.0,0.0,29.842,5337;15524;16715;25618,P82914,4,7.957,33774.0,257
MRPS34,0.0,0.0,18973.0,"Small ribosomal subunit protein mS34 (28S ribosomal protein S34, mitochondrial) (MRP-S34) (S34mt)",0.0,22513000.0,0.0,0.0,0.0,26049.0,32643.0,0.0,0.0,0.0,17976,26019.0,18.3,0.0,17277;17278;17279;26284;102383;102384;102385,0.0,0.0,25.65,4906;7497;29466,P82930,3,10.239,0.0,218
MRPS6 C21orf101 RPMS6,7976.2,6705.7,0.0,"Small ribosomal subunit protein bS6m (28S ribosomal protein S6, mitochondrial) (MRP-S6) (S6mt)",5631.7,13178000.0,16164.0,17972.0,5281.6,0.0,0.0,4908.6,21560.0,5497.8,21165,0.0,16.8,5553.3,20353;43742;43743;43744,22679.0,0.0,14.226,5725;12472,P82932,2,4.6172,12554.0,125
MRPS9 RPMS9,42388.0,36362.0,7321.3,"Small ribosomal subunit protein uS9m (28S ribosomal protein S9, mitochondrial) (MRP-S9) (S9mt)",33631.0,57005000.0,38334.0,47128.0,8192.3,7700.2,6569.3,9438.0,40487.0,9672.7,2283,8861.4,27.3,10879.0,2194;2195;4275;4276;4277;27902;27903;42541;42542;42543;42544;42545;43700;44139;55922;55923;64041;64042;64043;77423;78033;78034,35235.0,0.0,45.834,622;1247;7987;12100;12456;12576;15851;18311;22275;22451,P82933,10,25.257,33390.0,396
SARNP HCC1 HSPC316,13351.0,12702.0,24977.0,SAP domain-containing ribonucleoprotein (Cytokine-induced protein of 29 kDa) (Nuclear protein Hcc-1) (Proliferation-associated cytokine-inducible protein CIP29),15008.0,135040000.0,17502.0,23469.0,31774.0,28590.0,25305.0,34645.0,20578.0,36886.0,9184,28131.0,46.7,34913.0,8808;8809;8810;8811;30598;30599;30600;30601;30602;30603;30604;30605;30606;30607;30608;30609;30610;30611;30638;32007;32008;32009;32010;32011;38654;38655;38656;38657;38658;38659;38660;51558;56567;56568;94207,20825.0,0.0,23.671,2507;8752;8753;8763;9185;11056;14556;16062;16063;27381,P82979,10,39.972,12086.0,210
LACTB MRPL56 UNQ843/PRO1781,0.0,0.0,0.0,"Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)",0.0,4179100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32508,0.0,6.0,0.0,31285;58972,0.0,0.0,60.693,8971;16800,P83111,2,12.978,0.0,547
RPL24,140130.0,120650.0,85932.0,Large ribosomal subunit protein eL24 (60S ribosomal protein L24) (60S ribosomal protein L30),124320.0,647890000.0,127710.0,158120.0,210670.0,90286.0,90586.0,235430.0,132370.0,266730.0,4976,96341.0,47.1,197990.0,4762;4763;4764;4765;4766;4767;4768;4769;4770;4771;4772;4773;4774;4775;4776;10463;39982;39983;39984;39985;39986;39987;39988;39989;39990;39991;54388;54389;54390;54391;54392;54393;54394;54395;54396;56670;57062;57063;57064;74493;77547;77548;77549;77550;88658;88659;88660;97351;97352;97353;97354;97355;97356;97357;97358;97359;97360;98009;98010;98011;98012;98013;98014;98015,139370.0,0.0,17.779,1370;2979;11441;11442;15367;16102;16222;21417;22312;25737;28154;28314,P83731,12,60.699,128400.0,157
RPL36A RPL44 GIG15 MIG6,49114.0,41767.0,74958.0,Large ribosomal subunit protein eL42 (60S ribosomal protein L36a) (60S ribosomal protein L44) (Cell growth-inhibiting gene 15 protein) (Cell migration-inducing gene 6 protein),35788.0,177830000.0,52836.0,57743.0,91980.0,84663.0,67924.0,90197.0,48807.0,102100.0,17888,79089.0,26.4,80432.0,17189;17190;17191;37734;37735;37736;37737;37738;37739;42740;42741;42742;42743;42744;42745;42746;59432;59433;59434;59435;59436;59437;59438;59439,47426.0,0.0,12.441,4880;10782;12156;12157;16937,P83881,5,9.8372,41961.0,106
CBX1 CBX,3537.1,3266.8,0.0,Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta),3839.8,35371000.0,0.0,0.0,8884.3,0.0,0.0,10069.0,0.0,10884.0,37357,0.0,37.3,11639.0,35940;35941;35942;47766;47767;47768;47769;47770;47771;47772;47773;74718;74719;74720;74721;88589;88590;88591;88592;88593,0.0,0.0,21.418,10298;13522;21470;25715;25716,P83916,4,18.713,2699.9,185
ARF5,9009.0,8267.8,40906.0,ADP-ribosylation factor 5,8174.3,43950000.0,0.0,0.0,12789.0,40474.0,35812.0,13038.0,0.0,14336.0,11928,43769.0,45.0,12822.0,11453;11454;11455;11456;11457;11458;48966;48967;48968;48969;48970;48971;48972;48973;48974;48975;48976;48977;48978;48979;48980;48981;60727;60728;60729;60730;72745;72746;76635;76636;102103;102104;102105;102106;102107;102108;102109,0.0,0.0,20.529,3260;13837;17343;20905;22033;29382,P84085,3,11.268,8957.8,180
ERH,49870.0,44708.0,120950.0,Enhancer of rudimentary homolog,41683.0,131960000.0,30767.0,30395.0,10651.0,113700.0,124040.0,11414.0,27247.0,10841.0,2114,142900.0,55.8,12028.0,2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;71556;71557;71558;71559;71560;76328;76329;76330;83555;83556;83557;83558;95042;95043;95044;95045;95046;95047,28817.0,0.0,12.259,579;580;20542;20543;21946;24235;27567,P84090,7,26.559,43843.0,104
RHOG ARHG,0.0,0.0,0.0,Rho-related GTP-binding protein RhoG,0.0,4419100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27210,0.0,18.8,0.0,26157;29093,0.0,0.0,21.308,7461;8326,P84095,2,20.523,0.0,191
RPL19,50948.0,42572.0,0.0,Large ribosomal subunit protein eL19 (60S ribosomal protein L19),47645.0,402480000.0,25145.0,45902.0,20756.0,0.0,0.0,20218.0,35934.0,22992.0,45331,0.0,24.0,17958.0,43554;55340;55341;55342;57320;57321;62867;62868;62869;62870;62871;62872;62873;92067;92068;92069;92070;92071;92072;104423;104424;104425;104426;104427;104428;104429;104430;104431;104432;104433;104434,38712.0,0.0,23.466,12409;15666;16310;17945;26697;26698;30036,P84098,7,90.215,42833.0,196
SERF2 FAM2C,51129.0,45404.0,41632.0,Small EDRK-rich factor 2 (Gastric cancer-related protein VRG107) (Protein 4F5-related) (4F5rel) (h4F5rel),46350.0,75398000.0,13331.0,15520.0,41597.0,41497.0,55436.0,47802.0,13506.0,51682.0,12219,50360.0,30.5,50711.0,11731;11732;11733;16988;16989;16990;16991;16992;16993;16994;16995;16996;79723;79724;79725;79726,12202.0,0.0,6.8998,3334;4818;23036,P84101,3,8.0298,40632.0,59
SRSF3 SFRS3 SRP20,55381.0,49779.0,51061.0,"Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)",55979.0,319480000.0,6427.9,5956.3,49768.0,76793.0,44985.0,59506.0,5592.3,61701.0,17636,52277.0,37.8,70245.0,16941;16942;16943;16944;16945;39467;74237;74238;74239;74240;74241;74242;74243;74244;74245;74246;74247;74248;74249;74250;74251;74252;74253;97406;97407;97408;104616;104617;104618;104619;104620;104621;104622;104623;104624;104625,5299.9,0.0,19.329,4801;11290;21342;21343;28169;30098;30099,P84103,7,61.343,50407.0,164
H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B,21366.0,20168.0,54132.0,Histone H3.3,17495.0,132660000.0,22307.0,28555.0,15239.0,45623.0,47126.0,15720.0,27501.0,18397.0,23939,51248.0,27.2,15825.0,22989;22990;22991;22992;22993;22994;22995;22996;22997;22998;22999;23000;23001;23002;23003;23004;23005;23006;23007;23008;23009;23010;56503;81046;81047;81048;81049;81050;81051;81052;87158;108533;108534;108535,23396.0,0.0002942,15.328,6485;6486;16047;23534;25315;31223,P84243,2,3.4674,18156.0,136
RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122,3803.0,3261.9,13682.0,RNA-binding protein 10 (G patch domain-containing protein 9) (RNA-binding motif protein 10) (RNA-binding protein S1-1) (S1-1),3638.9,11847000.0,1580.2,1443.3,1313.7,16096.0,14884.0,0.0,1363.5,0.0,13314,17331.0,6.6,0.0,12806;26632;26633;39848;39849;49596;106622,1700.1,0.0,103.53,3653;7616;11403;13984;30698,P98175,5,17.086,4631.6,930
RBM3 RNPL,4118.7,3264.6,12676.0,RNA-binding protein 3 (RNA-binding motif protein 3) (RNPL),2724.8,33150000.0,0.0,0.0,4213.7,13036.0,12472.0,3596.9,0.0,4228.3,6792,13691.0,17.8,3628.1,6505;6506;6507;35718;35719;35720;35721;35722,0.0,0.0,17.17,1834;10239,P98179,2,12.99,3455.4,157
CYCS CYC,64659.0,15592.0,17474.0,Cytochrome c,14509.0,401420000.0,17499.0,33279.0,50202.0,20332.0,38084.0,37695.0,18431.0,64362.0,1873,47645.0,50.5,32999.0,1786;1787;1788;1789;1790;1791;1792;1793;1794;1795;1796;1797;37273;37274;37275;37276;37277;56787;56788;56789;56790;56791;56792;56793;56794;56795;56796;90499;90500;90501;90502;90503;90504;90515;90516;90517;90518;90519;90520;90521;90522;90523;90524,28247.0,0.0,11.749,511;512;10666;10667;16140;26267;26271,P99999,7,49.071,52895.0,105
TFAM TCF6 TCF6L2,5927.3,4939.3,8459.6,"Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)",4447.7,99245000.0,7212.0,6994.8,8238.7,9862.8,8868.7,7425.3,6149.4,8478.7,3116,8724.1,28.9,9405.2,3006;3007;3008;7659;25199;25200;25327;26292;31233;31234;31235;31236;31237;31238;31239;31240;31241;31242;53680;73688;73689;73690;88114,5182.0,0.0,29.096,885;886;2170;7132;7173;7502;8955;15145;21183;25586,Q00059,10,32.038,5102.4,246
PITPNA PITPN,2218.9,2119.5,0.0,Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha),1779.2,7997600.0,2507.2,2914.9,0.0,0.0,0.0,0.0,3307.1,0.0,54778,0.0,20.7,0.0,52470;60412;72372;99302;99303;99304,3448.4,0.0,31.806,14786;17267;20779;28618,Q00169,4,31.222,2295.6,270
MAT1A AMS1 MATA1,61773.0,51423.0,41536.0,S-adenosylmethionine synthase isoform type-1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1) (Methionine adenosyltransferase I/III) (MAT-I/III),41922.0,181130000.0,13573.0,23729.0,36291.0,43351.0,43283.0,27420.0,19053.0,34532.0,15150,51740.0,33.2,23286.0,14566;24751;24752;24753;24754;24755;24756;33213;33214;33215;33216;33217;33218;33219;33220;33221;33222;33223;33224;45151;45152;45153;48282;48283;54796;72416;82136;82137;82138;82139;82140;93214;93215;95333;95334;95335;107602;107603;107604;107605;107606;107607;107608,23068.0,0.0,43.647,4165;6990;9538;12874;13635;15483;20796;23837;27061;27645;30937,Q00266,11,71.757,61245.0,395
SLC25A3 PHC OK/SW-cl.48,76667.0,68122.0,106150.0,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)",69857.0,228540000.0,27379.0,38066.0,95704.0,98087.0,104200.0,82806.0,31994.0,104760.0,24807,115390.0,31.8,75628.0,23830;23831;23832;30532;30533;30534;30535;37155;37156;37157;37158;37159;37160;37161;37162;37163;37164;40527;40528;40529;40530;40531;40532;41956;41957;41958;41959;41960;41961;41962;50440;50441;50442;50443;50444;50445;50446;50447;50448;65214;65215;65216;71084;71085;71564;94223;94224;94225;94226;94227;100853,35253.0,0.0,40.094,6727;8735;10634;10635;11590;11933;14261;18669;20410;20546;27384;29064,Q00325,12,57.619,65463.0,362
HDLBP HBP VGL,275600.0,253080.0,322810.0,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein),249390.0,1137600000.0,63381.0,74173.0,137460.0,315310.0,290230.0,142650.0,65300.0,161570.0,201,351220.0,49.9,145150.0,190;191;192;193;194;195;6704;6705;6706;6772;6773;6774;6775;6776;6777;6778;6779;6780;6781;6782;6783;6784;6785;8510;8511;8512;8513;8514;8515;10918;10919;10920;10921;11247;11248;11249;11250;11251;11252;11554;11555;11653;11654;12419;12420;12421;12422;12423;14091;14092;14093;14094;14095;14096;14097;14098;14099;14100;14466;14467;14468;14469;14470;14471;14472;14473;15831;15832;15833;15834;16587;16588;16589;19633;22970;22971;22972;22973;22974;22975;24970;26260;32059;32060;39089;39090;39091;39092;39557;42699;42700;42701;42702;42703;42704;42705;45570;45571;45572;45573;45574;45575;45576;45577;46021;46022;46023;46024;46025;46026;46027;46028;46029;50295;50296;50297;50298;50299;50300;50512;50513;50514;50515;51902;51903;51904;51905;54041;54810;59636;59637;59638;59639;59640;59641;59642;59643;61327;61328;61329;61330;61331;61332;61700;61701;61702;66131;66132;66133;66134;66135;66136;66982;66983;66984;66985;66986;68078;68079;68080;69773;69774;69775;69776;69777;69778;71361;71362;71363;71364;78076;78077;81603;83766;83767;87030;87031;87032;87033;89572;89573;89574;89575;89576;89577;89578;89579;89580;89581;89582;89583;89584;89585;90256;90257;90258;90709;91402;94025;94026;94027;94028;94029;94030;94031;94032;95975;95976;95977;95978;95979;99048;99049;99050;99051;99052;99053;99054;99055;99056;99057;99058;99674;99675;107397;107398;107399,61761.0,0.0,141.44,66;1909;1930;2426;3137;3214;3281;3314;3542;4029;4137;4491;4689;5532;6480;7067;7488;9196;11170;11319;12145;12978;13084;14208;14281;14641;15272;15489;17015;17484;17596;18968;19250;19562;20030;20492;22464;23681;24304;25279;26017;26018;26192;26310;26498;27326;27805;27806;28581;28582;28720;30891,Q00341,52,323.31,234400.0,1268
