Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1 1st,Reporter intensity 1 2nd,Reporter intensity 1 3rd,Reporter intensity 2 1st,Reporter intensity 2 2nd,Reporter intensity 2 3rd,Reporter intensity 3 1st,Reporter intensity 3 2nd,Reporter intensity 3 3rd,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
Q13823,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),GNL2 NGP1,4,9.2,83.654,731,0.0,16.458,24667.0,66066.0,0.0,30557.0,69427.0,0.0,23581.0,53774.0,0.0,47955000.0,1889,7806;10135;10340;18025,37800;37801;49509;49510;50484;85762,39021
Q13838,Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein),DDX39B BAT1 UAP56,10,16.6,48.991,428,0.0,94.356,468700.0,367080.0,301760.0,450490.0,354080.0,250230.0,378400.0,270190.0,190790.0,10443000000.0,1890,545;546;977;2234;2568;3901;5145;8297;13463;18346,2370;2371;2372;2373;2374;2375;2376;4359;4360;4361;4362;4363;4364;4365;4366;4367;4368;4369;4370;4371;4372;4373;10401;12120;12121;12122;12123;12124;12125;12126;12127;18610;18611;18612;18613;18614;18615;18616;18617;24529;24530;24531;24532;24533;24534;40163;40164;40165;40166;40167;40168;40169;40170;40171;40172;40173;40174;64865;64866;64867;64868;64869;64870;64871;87276;87277;87278;87279;87280,2419
Q13867,Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40),BLMH,4,15.4,52.562,455,0.0,33.76,61570.0,113390.0,27195.0,70681.0,102750.0,31987.0,53142.0,82842.0,22008.0,304270000.0,1891,1580;7535;12794;16432,7415;7416;7417;7418;7419;36122;61910;61911;61912;78232,7709
Q13868,Exosome complex component RRP4 (Exosome component 2) (Ribosomal RNA-processing protein 4),EXOSC2 RRP4,2,15.4,32.789,293,0.0,10.313,19290.0,17997.0,10337.0,21370.0,16275.0,9384.9,18554.0,14931.0,9948.5,81118000.0,1892,7711;11923,37253;37254;37255;37256;37257;37258;37259;57840;57841;57842;57843,38451
Q13895,Bystin,BYSL ENP1,5,13.3,49.601,437,0.0,16.628,67145.0,77661.0,68355.0,50745.0,62062.0,56518.0,43472.0,52394.0,50950.0,177610000.0,1894,3813;4142;4184;5375;9209,18183;18184;19825;20034;20035;25738;44592;44593;44594,18831
Q13907,Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1),IDI1,2,22.5,26.319,227,0.0,37.89,10353.0,26982.0,16074.0,11302.0,25342.0,16122.0,9157.5,27149.0,18084.0,146800000.0,1895,525;10962,2326;2327;2328;2329;2330;2331;53432;53433;53434,2372
Q13951,Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit),CBFB,3,16.5,21.508,182,0.0,19.598,33899.0,70383.0,39969.0,29614.0,61816.0,28595.0,22525.0,49137.0,23025.0,747050000.0,1896,1618;6468;9506,7599;7600;7601;7602;7603;30938;46316;46317;46318,7908
Q14008,Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG),CKAP5 KIAA0097,13,9.1,225.49,2032,0.0,36.603,119300.0,226680.0,82603.0,109440.0,189620.0,83259.0,85458.0,136290.0,55507.0,304540000.0,1899,2295;3747;4174;4800;6667;6702;6901;8278;8332;10017;12647;16336;16527,10680;10681;10682;10683;10684;17907;19989;19990;19991;22957;31852;32057;32928;40092;40366;40367;40368;40369;48965;48966;61234;77822;77823;78683;78684,11083
Q14011,Cold-inducible RNA-binding protein (A18 hnRNP) (Glycine-rich RNA-binding protein CIRP),CIRBP A18HNRNP CIRP,3,26.7,18.648,172,0.0,21.052,46811.0,63990.0,52847.0,46498.0,52249.0,43251.0,35268.0,39042.0,28337.0,272210000.0,1900,7677;12153;19266,37003;37004;58966;58967;58968;58969;58970;58971;58972;58973;58974;58975;58976;58977;91391,38178
Q14019,Coactosin-like protein,COTL1 CLP,9,69.7,15.945,142,0.0,76.346,462750.0,461470.0,444250.0,479640.0,416680.0,439910.0,345340.0,312300.0,310110.0,5870899999.999999,1902,728;2457;4639;4640;5198;6377;6501;7005;19164,3254;3255;3256;11563;11564;11565;11566;11567;11568;11569;11570;11571;11572;11573;22194;22195;22196;22197;22198;22199;24884;24885;24886;24887;24888;24889;24890;24891;30421;30422;30423;30424;30425;30426;30427;30428;30429;31066;31067;31068;33478;33479;33480;90914;90915;90916;90917;90918;90919;90920;90921;90922;90923;90924;90925;90926;90927;90928;90929,3362
Q14055,Collagen alpha-2(IX) chain,COL9A2,2,7.0,65.13,689,0.0,6.7984,0.0,6806.9,6933.8,0.0,7071.9,7514.7,0.0,6998.8,7830.0,19492000.0,1903,7435;7562,35609;36307;36308,36754
Q14103,Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1),HNRNPD AUF1 HNRPD,13,27.3,38.434,355,0.0,48.561,744630.0,478690.0,413410.0,857060.0,463370.0,543780.0,624600.0,312590.0,337120.0,6315899999.999999,1904,3162;4455;5880;5881;6432;6642;7621;7622;7672;7860;10164;10853;11900,14990;14991;14992;14993;14994;21419;28033;28034;28035;28036;28037;28038;28039;28040;28041;28042;30782;30783;30784;30785;30786;30787;30788;30789;30790;30791;30792;30793;30794;30795;30796;30797;30798;30799;30800;31718;31719;31720;31721;36596;36597;36598;36599;36600;36601;36602;36603;36604;36962;36963;36964;36965;38035;49615;49616;49617;49618;49619;49620;49621;49622;49623;49624;49625;49626;49627;49628;49629;49630;52953;52954;52955;52956;52957;57760;57761,15514
Q14108,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36),SCARB2 CD36L2 LIMP2 LIMPII,4,13.0,54.29,478,0.0,27.923,44638.0,103030.0,15875.0,48405.0,64142.0,17033.0,39389.0,54531.0,13724.0,211880000.0,1905,1993;2523;7046;11822,9350;11911;11912;11913;33601;33602;33603;33604;57390,9702
Q14137,Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein),BOP1 KIAA0124,10,27.9,83.629,746,0.0,88.169,101410.0,113640.0,33856.0,108040.0,121040.0,39387.0,92351.0,104910.0,34045.0,741920000.0,1907,3139;3268;3503;7454;11701;13538;15664;18383;19101;19427,14897;14898;14899;14900;14901;14902;14903;15436;15437;15438;16750;16751;16752;35722;35723;35724;35725;56704;56705;56706;56707;65289;65290;65291;65292;65293;65294;65295;65296;65297;65298;65299;65300;65301;74739;74740;87446;90671;92186;92187,15417
Q14141,Septin-6,SEPTIN6 KIAA0128 SEP2 SEPT6,5,24.7,49.716,434,0.0,53.328,55413.0,67203.0,38326.0,59798.0,70284.0,38710.0,43221.0,53532.0,30799.0,232510000.0,1909,6586;15225;16505;16628;16706;17445,31490;31491;31492;31493;31494;31495;31496;72938;72939;78582;79175;79582;82894;82895;82896;82897;82898;82899,32472
Q14146,Unhealthy ribosome biogenesis protein 2 homolog,URB2 KIAA0133,4,3.2,170.54,1524,0.0,5.4871,16058.0,27663.0,9286.3,16007.0,27814.0,6938.8,12941.0,23124.0,6054.0,50624000.0,1911,252;444;7527;7866,1120;1121;1926;36100;36101;36102;38044,1143
Q14151,Scaffold attachment factor B2 (SAF-B2),SAFB2 KIAA0138,4,7.0,107.47,953,0.0,32.352,48314.0,62545.0,31003.0,64043.0,72604.0,41019.0,44551.0,53470.0,28472.0,220820000.0,1912,410;595;2901;10431;11366;11663;14922;15336;15616;18782,1813;1814;1815;1816;1817;1818;2578;2579;2580;2581;13746;13747;13748;51008;51009;51010;51011;55286;55287;56554;56555;56556;56557;56558;71623;73438;73439;73440;74539;89176;89177,1844
Q14152,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185),EIF3A EIF3S10 KIAA0139,26,23.4,166.57,1382,0.0,85.854,612810.0,514630.0,523490.0,614230.0,463280.0,490850.0,463310.0,360140.0,382050.0,4102900000.0,1913,295;642;2002;2828;3339;4343;4527;4538;4539;4540;5207;6798;7106;7124;8659;8684;8688;10392;11759;11981;12534;12671;13504;13627;14985;18205,1263;1264;2823;2824;9404;9405;9406;9407;9408;9409;9410;9411;9412;9413;13324;13325;13326;13327;13328;13329;13330;13331;13332;13333;13334;13335;13336;13337;15870;15871;15872;15873;15874;15875;15876;15877;15878;20806;20807;20808;20809;20810;20811;20812;20813;21679;21680;21718;21719;21720;21721;21722;21723;21724;21725;21726;21727;21728;21729;21730;24935;32441;32442;32443;32444;32445;33898;34002;34003;41925;41926;41927;41928;41929;42069;42070;42071;42079;50839;50840;50841;50842;56989;56990;56991;56992;58083;58084;60787;61327;61328;61329;61330;65082;65083;65084;65085;65086;65087;65088;65089;65800;65801;65802;65803;65804;65805;71939;71940;71941;71942;71943;71944;86611;86612;86613;86614;86615;86616;86617;86618,1289
Q14156,Protein EFR3 homolog A (Protein EFR3-like),EFR3A KIAA0143,2,4.6,92.923,821,0.0,13.86,6125.8,22417.0,26084.0,5369.7,17258.0,25919.0,5201.0,17941.0,23830.0,125580000.0,1914,9046;18538,43760;43761;43762;43763;88221;88222,45171
Q14157,Ubiquitin-associated protein 2-like (Protein NICE-4) (RNA polymerase II degradation factor UBAP2L),UBAP2L KIAA0144 NICE4,10,16.4,114.53,1087,0.0,96.355,395040.0,405590.0,363990.0,427380.0,371960.0,364480.0,319010.0,302080.0,282850.0,2533300000.0,1915,953;2733;6840;7662;7951;8655;8866;10154;16150;17245,4182;4183;4184;4185;12956;12957;12958;32652;32653;32654;32655;32656;32657;32658;32659;32660;32661;32662;36871;36872;38420;38421;38422;38423;38424;38425;38426;38427;38428;38429;38430;38431;41908;41909;41910;41911;41912;42958;49567;49568;49569;49570;49571;49572;49573;49574;49575;77065;77066;77067;77068;82020;82021;82022;82023,4318
Q14160,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL,10,13.9,174.91,1630,0.0,99.373,55959.0,56006.0,111630.0,56744.0,53525.0,123160.0,48176.0,48327.0,100400.0,501730000.0,1916,742;11693;11771;12060;12586;12587;12842;12947;15966;15972,3300;3301;3302;56679;57045;57046;57047;58378;58379;58380;58381;58382;58383;58384;58385;60953;60954;60955;60956;60957;62124;62125;62747;62748;62749;62750;76226;76227;76228;76244,3406
Q14161,ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2),GIT2 KIAA0148,4,14.2,84.542,759,0.0,19.887,7818.6,9635.3,12168.0,9755.9,13188.0,15385.0,7159.0,9952.7,15742.0,51625000.0,1917,793;6020;16381;17065,3502;3503;3504;3505;3506;3507;28649;78071;81208;81209;81210,3611
Q14165,Malectin,MLEC KIAA0152,2,6.8,32.233,292,0.0,21.709,52460.0,42766.0,95108.0,66244.0,48824.0,97995.0,52326.0,41256.0,82820.0,392490000.0,1918,3074;16118,14569;14570;14571;14572;76891;76892;76893;76894;76895;76896;76897;76898;76899;76900,15087
Q14166,Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12),TTLL12 KIAA0153,13,35.6,74.403,644,0.0,70.957,291350.0,168990.0,173120.0,298440.0,150930.0,180390.0,243640.0,132070.0,145380.0,778090000.0,1919,665;741;2431;5891;6791;6990;12935;13367;15175;15223;16420;18314;18982,2939;2940;2941;2942;3297;3298;3299;11409;11410;28060;28061;32417;33405;33406;33407;33408;33409;33410;62686;62687;62688;64512;64513;72705;72706;72707;72931;72932;72933;72934;78201;78202;78203;78204;78205;78206;78207;78208;87109;87110;90152,3021
Q14181,DNA polymerase alpha subunit B (DNA polymerase alpha 70 kDa subunit),POLA2,4,9.9,65.947,598,0.0,10.826,61115.0,71067.0,89617.0,60550.0,65096.0,94386.0,44788.0,48052.0,70662.0,141320000.0,1920,3854;7778;16190;17948,18335;37655;37656;37657;77235;77236;85464;85465,18982
Q14203,Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued),DCTN1,8,11.3,141.69,1278,0.0,104.2,74333.0,116950.0,77629.0,74228.0,116670.0,79783.0,59492.0,95524.0,58440.0,242250000.0,1923,516;3108;5446;6132;6138;8995;11757;14041,2306;2307;14760;26067;26068;26069;29169;29197;29198;43531;43532;43533;43534;43535;43536;56979;56980;67933;67934,2353
Q14204,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)",DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325,74,24.2,532.4,4646,0.0,323.31,1077900.0,1230000.0,842820.0,1070500.0,1077000.0,805500.0,868270.0,874450.0,631750.0,7003699999.999999,1924,873;994;1086;1170;1984;2599;2600;3089;3120;3243;3295;3444;3867;4155;4170;4463;4584;4788;5544;5778;6384;6411;6659;6912;7067;7469;8101;8247;8591;9305;9491;9646;9864;10403;10426;10427;10583;10796;10797;10990;11675;11695;11783;11916;12014;12020;12500;12805;13616;13794;14509;14679;14969;15024;15060;15118;15591;15612;15878;15879;16221;16353;17254;17477;17500;17527;18276;18342;18463;18502;18547;18618;18727;19068,3799;3800;3801;3802;4432;4433;4434;4833;4834;4835;4836;4837;5269;5270;5271;5272;5273;5274;5275;5276;5277;5278;5279;5280;5281;5282;5283;5284;5285;5286;5287;5288;5289;5290;5291;9304;9305;9306;9307;9308;9309;9310;9311;12281;12282;12283;12284;12285;14657;14821;14822;14823;15310;15311;15312;15313;15314;15315;15316;15317;15544;15545;15546;15547;15548;15549;16503;16504;18394;18395;18396;18397;18398;18399;19906;19907;19908;19966;19967;21446;21447;21921;21922;22912;26516;26517;26518;26519;26520;26521;27622;27623;27624;27625;30466;30467;30468;30469;30611;30612;30613;30614;30615;31794;31795;31796;31797;31798;31799;31800;31801;31802;31803;31804;31805;31806;31807;31808;32999;33000;33702;33703;33704;33705;33706;33707;33708;35824;35825;35826;39133;39134;39135;39136;39137;39138;39139;39140;39141;39981;39982;41556;41557;41558;41559;41560;45072;45073;45074;45075;45076;45077;45078;45079;45080;46230;46231;46232;46233;46234;47144;48252;48253;48254;48255;50870;50994;50995;50996;50997;50998;50999;51000;51001;51002;51733;51734;51735;51736;52710;52711;52712;52713;53584;53585;56610;56611;56681;57111;57112;57808;58226;58250;60627;60628;61953;65715;65716;66574;69929;69930;70554;70555;70556;71845;71846;71847;72074;72075;72076;72198;72438;74405;74516;75730;75731;75732;75733;77370;77371;77372;77373;77374;77375;77376;77377;77906;77907;77908;82060;82061;82062;83144;83145;83205;83206;83207;83208;83209;83210;83334;83335;83336;83337;83338;83339;86953;87259;87260;87811;87812;87813;87814;87999;88000;88001;88248;88249;88504;88505;88506;88507;88508;88918;88919;88920;90504;90505;90506,3923
Q14232,Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha),EIF2B1 EIF2BA,2,10.5,33.712,305,0.0,7.7781,14728.0,16300.0,18752.0,12574.0,14887.0,18869.0,11385.0,13767.0,14910.0,211350000.0,1925,386;2658,1718;12571;12572;12573,1745
Q14240,Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2),EIF4A2 DDX2B EIF4F,7,27.5,46.402,407,0.0,20.706,139570.0,100230.0,104320.0,139080.0,104780.0,89434.0,105970.0,72840.0,67334.0,419380000.0,1926,2629;2848;3536;4828;5167;6106;7703;8085;8235;9545;13921;17729;18056;18200,12437;13458;16863;23058;24621;24622;24623;24624;24625;24626;24627;24628;24629;24630;24631;24632;24633;24634;24635;24636;29066;29067;37213;37214;37215;37216;37217;37218;37219;39016;39017;39018;39019;39020;39021;39022;39023;39024;39025;39026;39027;39028;39029;39030;39031;39032;39033;39034;39941;39942;39943;39944;39945;39946;39947;39948;39949;39950;46544;46545;46546;46547;46548;46549;46550;46551;46552;46553;46554;46555;46556;46557;67256;67257;67258;67259;67260;67261;67262;67263;67264;67265;67266;67267;67268;84219;84220;85976;85977;86599,12901
Q14257,Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP),RCN2 ERC55,4,18.6,36.876,317,0.0,29.086,24447.0,30539.0,31929.0,26397.0,35803.0,40649.0,21979.0,30450.0,35103.0,157450000.0,1928,13308;18021;18022;19006,64258;64259;64260;64261;64262;85738;85739;85740;85741;85742;85743;90219;90220;90221,66586
Q14258,E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147),TRIM25 EFP RNF147 ZNF147,10,29.5,70.973,630,0.0,107.08,219240.0,211600.0,268650.0,244750.0,185970.0,246340.0,192470.0,158270.0,211460.0,1791399999.9999998,1929,1673;5664;6567;8210;13045;13149;14505;16754;16757;17555,7855;7856;27055;27056;27057;27058;27059;27060;27061;27062;27063;27064;27065;27066;27067;31412;39790;39791;39792;39793;39794;39795;39796;39797;63174;63175;63176;63177;63178;63179;63180;63181;63182;63183;63597;69918;69919;69920;69921;69922;69923;69924;79797;79798;79801;79802;79803;83426,8162
Q14289,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),PTK2B FAK2 PYK2 RAFTK,5,6.7,115.87,1009,0.0,4.7101,32703.0,13252.0,58054.0,41210.0,9909.3,36072.0,26432.0,8093.6,24742.0,103950000.0,1930,3042;6235;12365;15288;19353,14456;29750;60048;73249;91793;91794,14973
Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),FKBP8 FKBP38,2,7.3,44.561,412,0.0,9.4597,35068.0,51250.0,46921.0,33030.0,47587.0,47015.0,28534.0,36080.0,35042.0,132810000.0,1931,330;17691,1442;1443;1444;84064;84065;84066;84067;84068,1470
Q14320,Protein FAM50A (Protein HXC-26) (Protein XAP-5),FAM50A DXS9928E HXC26 XAP5,2,8.3,40.241,339,0.0,6.3604,12630.0,11195.0,4444.1,13606.0,12431.0,6133.2,9890.5,9369.0,4608.3,50959000.0,1932,4381;8644,21010;21011;41811;41812;41813,21743
Q14331,Protein FRG1 (FSHD region gene 1 protein),FRG1,3,12.0,29.172,258,0.0,9.0362,38504.0,11052.0,19198.0,30067.0,8532.5,14096.0,28051.0,7408.0,12558.0,81145000.0,1933,2674;2675;9323,12677;12678;12679;12680;45136,13168
Q14353,Guanidinoacetate N-methyltransferase (EC 2.1.1.2),GAMT,2,23.3,26.318,236,0.0,20.508,14895.0,24154.0,1842.1,16162.0,23450.0,1745.6,14022.0,19107.0,1246.9,211930000.0,1935,15425;18575,73766;73767;73768;88374;88375;88376;88377,76414
Q14410,"Glycerol kinase 2 (GK 2) (Glycerokinase 2) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2)",GK2 GKP2 GKTA,3,5.1,60.593,553,0.0,12.085,20649.0,19837.0,17548.0,17866.0,15305.0,12633.0,15813.0,13968.0,11747.0,39519000.0,1936,6238;8142;13447,29767;29768;29769;29770;39373;39374;39375;64811;64812;64813,30688
Q14444,Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105),CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105,8,16.9,78.365,709,0.0,91.378,443260.0,561360.0,318050.0,456830.0,560880.0,366620.0,288140.0,342720.0,215950.0,2692400000.0,1937,2781;5114;12758;12788;16391;17429;17430;19470,13128;13129;13130;13131;13132;13133;13134;24388;24389;24390;24391;24392;24393;24394;61722;61723;61724;61883;61884;61885;78098;78099;78100;78101;78102;78103;78104;78105;78106;78107;82796;82797;82798;82799;82800;82801;82802;82803;82804;82805;92342;92343;92344;92345;92346;92347;92348;92349;92350,13633
Q14498,RNA-binding protein 39 (CAPER alpha) (CAPERalpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1),RBM39 HCC1 RNPC2,8,25.1,59.379,530,0.0,36.325,191670.0,193450.0,138530.0,143310.0,130350.0,99503.0,125350.0,108330.0,72989.0,630760000.0,1938,298;3095;8072;9563;10219;13958;16764;18192,1291;1292;14679;14680;14681;14682;14683;14684;14685;14686;14687;14688;14689;38945;38946;38947;38948;38949;38950;38951;38952;38953;46698;49912;49913;49914;67428;67429;67430;67431;67432;67433;67434;67435;79846;79847;79848;86561;86562;86563;86564;86565,1316
Q14534,Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE),SQLE ERG1,3,11.0,63.922,574,0.0,19.184,14070.0,10839.0,6499.3,10835.0,9163.5,5701.3,10925.0,8077.2,5048.4,50690000.0,1940,1296;8172;11166,5940;39538;54417,6155
Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39),PRPSAP1,5,18.3,39.393,356,0.0,17.846,114040.0,30329.0,0.0,141800.0,28603.0,0.0,97992.0,25273.0,0.0,90283000.0,1942,1761;4998;5110;8854;12347,8241;8242;23818;23819;24367;42883;42884;59994,8567
Q14562,ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1),DHX8 DDX8,2,3.9,139.31,1220,0.0,5.3835,4872.2,2491.8,5579.2,3720.5,2126.4,6933.2,3734.1,1949.0,5752.3,60926000.0,1943,15989;17627,76313;76314;76315;76316;76317;76318;83787,79061
Q14566,DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM),MCM6,24,38.9,92.888,821,0.0,224.23,1124900.0,1330500.0,927020.0,1072500.0,1118700.0,829970.0,807610.0,831930.0,609120.0,7924399999.999999,1944,467;468;2210;2649;3567;3819;4910;5407;5873;7346;9133;9409;10791;10909;11600;13451;13790;13791;13934;14347;16946;18664;19357;19524,1999;2000;2001;2002;2003;10341;10342;10343;12508;12509;12510;12511;12512;12513;12514;12515;12516;12517;12518;12519;17016;17017;17018;17019;17020;17021;17022;18198;18199;18200;18201;18202;18203;23411;23412;23413;23414;23415;23416;23417;25872;25873;25874;25875;25876;25877;25878;25879;27998;27999;28000;28001;28002;28003;35240;35241;35242;35243;35244;35245;35246;35247;35248;35249;35250;35251;35252;35253;35254;44203;44204;44205;44206;44207;44208;44209;44210;44211;44212;44213;45661;45662;52685;52686;52687;52688;52689;52690;52691;52692;52693;53180;53181;53182;53183;53184;56246;64824;64825;64826;64827;64828;64829;64830;64831;66549;66550;66551;66552;66553;66554;66555;66556;66557;66558;66559;66560;66561;66562;66563;67300;67301;67302;69232;69233;80671;80672;80673;88678;88679;88680;88681;88682;88683;88684;88685;91814;91815;92575,2034
