Peptide IDs,Mol. weight [kDa],Evidence IDs,Protein names,Gene names,Sequence coverage [%],Q-value,Reporter intensity 3,Reporter intensity 6,Reporter intensity 8,Score,Sequence length,Reporter intensity 4,Best MS/MS,Razor + unique peptides,Reporter intensity 5,Reporter intensity 9,Reporter intensity 1,Protein IDs,Intensity,Reporter intensity 0,Reporter intensity 7,Reporter intensity 2
130;2155;6046;6740;7643;7955;12266;12267;13659;13931;15450,125.83,629;8812;28548;31915;35826;36950;36951;55275;55276;55277;55278;61890;62967;62968;70348,Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen),DSG1 CDHF4,13.6,0.0,8731.1,10462.0,8941.4,87.669,1049,10157.0,899,11,10039.0,10493.0,8497.4,Q02763,460020000,8881.5,10895.0,10180.0
969;4663;4891;5252;7317;7328;7715;8234;8961;9735;9964;10028;10846;12554;12697;13357;15223;16670,83.549,4826;21768;21769;22598;24669;34744;34745;34779;34780;34781;34782;35956;37890;40525;40526;40527;43447;44347;44638;44639;49283;56268;56269;56898;60498;69662;69663;76277;76278,Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III),DSC2 CDHF2 DSC3,30.0,0.0,22940.0,27659.0,23286.0,110.62,901,26950.0,6651,18,26474.0,28063.0,24442.0,Q02809,535890000,23802.0,28179.0,27449.0
649;903;2502;2503;2531;3820;3942;4457;4458;4646;4781;9665;10158;10291;10646;11607;11965;12243;13947;15612;16778;16779,53.879,2869;4659;10647;10648;10649;10737;17500;18218;18219;18220;20891;20892;20893;20894;21735;22165;22166;22167;43209;43210;45054;45055;45056;45057;45058;45709;45710;45711;45712;48270;52202;52203;54023;55188;63004;63005;71128;71129;71130;71131;76619;76620;76621,Guanylin (Guanylate cyclase activator 2A) (Guanylate cyclase-activating protein 1) (Guanylate cyclase-activating protein I) (GCAP-I) [Cleaved into: HMW-guanylin; Guanylin],GUCA2A GUCA2,51.8,0.0,30332.0,37448.0,34361.0,323.31,115,35994.0,4020,22,31725.0,38427.0,33215.0,Q02818,2525300000,33321.0,37014.0,39213.0
3793;6382;10141;13498;13885;16034,180.99,17278;29964;45023;61043;62820;72893,Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b),TEK TIE2 VMCM VMCM1,4.6,0.0,3519.9,4643.1,4544.9,8.5181,1124,4926.8,23434,6,4607.8,5229.8,4083.2,Q02952-3,26203000,4032.7,4383.7,4215.8
2772;4493;6472;7427;7577;8160;10685;10692;10892;12492;12996;13559;13701;15169;16120,93.427,12470;20963;20964;20965;20966;30499;35077;35078;35079;35080;35488;35489;35490;35491;35492;37758;37759;48358;48359;48360;48361;48387;48388;48389;49419;49420;49421;56062;58472;58473;58474;61425;61426;61427;62054;69436;73307,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",PLOD1 LLH PLOD,19.3,0.0,30885.0,40089.0,33051.0,79.979,727,36689.0,16744,15,35863.0,39404.0,34382.0,Q03167-2,2319200000,33147.0,39044.0,38079.0
1426;3498;6142;6616;8212;9349;12846;14825;16651,80.473,6867;6868;15834;28928;31402;37856;37857;42034;42035;42036;57925;68318;68319;76057,Nucleobindin-1 (CALNUC),NUCB1 NUC,14.0,0.0,12478.0,15596.0,13262.0,27.644,461,13994.0,9443,9,11944.0,14541.0,13088.0,Q04446,320270000,13916.0,14189.0,14828.0
739;1689;1698;1742;1797;1821;1822;3004;4214;5344;5585;6013;7360;8073;8200;10599;10600;10767;12043;13146;14858;15110;16893,265.4,3116;7534;7552;7643;7644;7746;7816;7817;13797;13798;19708;19709;19710;24931;25924;28416;28417;34921;34922;34923;34924;37554;37835;37836;48130;48131;48132;48133;48649;48650;48651;54375;54376;59686;68420;68421;68422;68423;69237;77009,A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen),AKAP12 AKAP250,12.8,0.0,29838.0,42293.0,32126.0,270.51,1782,41280.0,4359,23,32665.0,35577.0,33803.0,Q04721,2036500000,34227.0,34514.0,37199.0
1324;1325;2701;2933;3850;4124;8372;10596;10898;11136;11443;16724;16725,28.218,6438;6439;6440;12197;13094;13095;13096;13097;17820;17821;17822;17823;19080;19081;19082;38333;48123;48124;49435;49436;49437;49438;50478;50479;51637;51638;76452;76453,Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III),TGFBR3,52.0,0.0,16551.0,20653.0,18067.0,135.03,851,18385.0,8896,11,15836.0,19058.0,18313.0,Q04917,1223800000,18468.0,19558.0,20055.0
2012;2261;7299;7370;7590;14354,191.9,8433;9276;34624;34940;35648;64629;64630,"1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Brancher enzyme) (Glycogen-branching enzyme)",GBE1,4.3,0.0,8456.4,11107.0,10241.0,48.331,702,9901.9,11384,6,9856.8,11070.0,10144.0,Q05707-2,92246000,8528.5,10867.0,10348.0
222;692;1298;1299;2078;2168;3134;3435;3677;4423;4539;5001;5182;5816;5817;5836;5896;5940;6103;9063;9246;10036;10037;10179;10456;10552;10554;10761;11187;12606;13143;13502;15873;15874;15992;16656,99.326,888;889;890;891;2984;2985;6367;6368;6369;6370;6371;6372;6373;6374;8614;8615;8616;8617;8896;8897;8898;8899;14521;14522;14523;14524;15496;15497;15498;15499;15500;16811;16812;16813;20778;20779;20780;20781;20782;21400;21401;21402;21403;21404;21405;21406;21407;21408;21409;21410;21411;23222;23223;23224;23225;23226;23227;23228;23229;24477;24478;24479;24480;24481;24482;24483;26873;26874;26875;26876;26877;26878;26953;26954;27217;27218;27372;28729;28730;28731;40929;40930;40931;40932;41720;41721;44649;44650;44651;44652;44653;44654;44655;44656;44657;45116;45117;45118;45119;45120;45121;47135;47136;47137;47138;47139;47889;47890;47892;47893;47894;48613;48614;48615;48616;48617;48618;50638;50639;50640;50641;50642;50643;50644;50645;56493;56494;59676;59677;59678;59679;61179;61180;61181;61182;61183;61184;61185;61186;61187;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72757;72758;72759;72760;76065;76066;76067;76068;76069,Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)],NOTCH2,52.0,0.0,151700.0,189880.0,160950.0,323.31,2471,176470.0,1230,36,151930.0,183120.0,161310.0,Q06033-2,24638000000,165960.0,179900.0,185350.0
1386;3141;13615,19.395,6604;6605;14558;14559;61741;61742;61743,14-3-3 protein eta (Protein AS1),YWHAH YWHA1,18.3,0.0,8817.0,10628.0,9764.8,6.8684,246,10546.0,9110,3,8819.0,10780.0,9545.7,Q06141,366710000,10373.0,10571.0,11275.0
7803;8275;10580;11864;13905;14973,28.723,36266;37954;48085;48086;48087;53636;62895;68840;68841,Collagen alpha-1(XIV) chain (Undulin),COL14A1 UND,22.5,0.0,7493.2,8470.4,7181.7,26.393,1796,8143.0,49460,6,5668.7,8098.7,7950.0,Q06323,169130000,8011.3,9200.6,8138.6
1702;15675,79.237,7558;71444,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP),ITIH3,5.2,0.0,505.64,886.4,594.81,12.814,890,774.5,10304,2,652.81,1059.6,849.26,Q06481-4,20426000,536.96,693.5,663.51
3872;7699;8651;12548;13117;16776,43.178,17878;17879;35927;35928;39131;56260;56261;59603;76616,Regenerating islet-derived protein 3-alpha (REG-3-alpha) (Hepatointestinal pancreatic protein) (HIP/PAP) (Human proislet peptide) (HIP) (Pancreatitis-associated protein 1) (Regenerating islet-derived protein III-alpha) (Reg III-alpha) [Cleaved into: Regenerating islet-derived protein 3-alpha 16.5 kDa form; Regenerating islet-derived protein 3-alpha 15 kDa form],REG3A HIP PAP PAP1,18.1,0.0,7488.4,9626.9,8066.8,31.42,175,9313.2,24421,6,8361.8,9610.3,8441.3,Q06828,182970000,8173.4,9671.2,8975.6
166;1137;2439;5983;5984;7368;10135;11759;13520;14094,22.11,724;5662;5663;10475;28299;28300;28301;34937;34938;45013;45014;45015;53273;53274;53275;53276;53277;61271;61272;61273;63509;63510,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha),PSME1 IFI5111,43.2,0.0,27661.0,33221.0,29734.0,16.773,249,31587.0,1026,9,34174.0,34623.0,30125.0,Q06830,471870000,29899.0,33892.0,32230.0
893;986;1074;1209;3455;3470;4141;4399;4492;5421;7114;7660;7997;9511;10395;10941;12212;12418;12789;12790;13006;13451;13977;14423;14483;14484;15328;15620;16697;16794;16844,109.24,4599;4600;4864;5225;5226;5227;5228;6011;6012;15538;15539;15788;19153;19154;20309;20310;20959;20960;20961;20962;25412;25413;33833;33834;35848;35849;37185;37186;42694;46815;46816;46817;46818;46819;49552;55128;55129;55810;55811;57551;57552;57553;58494;60910;60911;63082;65338;65590;65591;65592;65593;65594;65595;69949;69950;69951;71151;76358;76359;76658;76659;76904,Amyloid beta precursor like protein 2 (APPH) (Amyloid beta (A4) precursor-like protein 2) (Amyloid protein homolog) (Amyloid-like protein 2) (APLP-2) (CDEI box-binding protein) (CDEBP) (Sperm membrane protein YWK-II),APLP2 APPL2,35.2,0.0,70664.0,89325.0,77278.0,245.5,763,84254.0,6334,31,70036.0,87497.0,77844.0,Q07075,3848600000,79202.0,85290.0,87748.0
5396;7688,14.252,25325;35908,Fibromodulin (FM) (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin) (KSPG fibromodulin),FMOD FM SLRR2E,19.2,0.0,2490.3,3201.1,2560.2,3.2516,376,2925.9,34882,2,2761.8,3086.6,3042.3,X6R3S7,167810000,2659.6,3033.5,2949.8
56;119;121;180;286;504;1131;1320;1368;1420;1486;1487;1489;1642;1643;1665;1720;1751;1798;1857;2062;2263;2395;2488;2803;3407;4280;4482;4598;5192;5406;5521;5705;5841;6219;6454;6517;6530;6589;7019;7173;7195;7229;7309;7377;7593;7615;7894;7940;7965;8012;8059;8334;8703;8748;9839;10178;10197;10210;10211;10260;10261;10523;10579;10712;10869;10870;10901;11209;11667;11907;12589;12600;12631;12737;12860;12869;12926;13074;13544;13676;13748;14025;14037;14226;14234;14399;14564;14659;14660;14678;14894;14942;15097;15631;16135;16178;17053,504.6,157;158;159;160;161;162;610;612;613;776;777;1093;2387;5647;5648;6430;6431;6432;6433;6570;6571;6841;7043;7044;7046;7047;7048;7404;7405;7475;7596;7597;7657;7658;7747;7748;7749;7919;8582;9280;9281;10215;10620;12537;12538;15411;19843;20937;20938;21552;24508;25345;25346;25761;26560;26561;26562;26563;26564;26565;26964;26965;26966;26967;29415;29416;29417;30467;30734;30735;30736;30775;30776;31285;32795;32796;32797;34058;34059;34096;34097;34340;34341;34677;34953;35653;35654;35704;36708;36709;36917;37022;37023;37215;37524;38113;38114;39301;39464;43750;43751;45115;45174;45175;45194;45195;45196;45568;45569;45570;47463;47464;47465;47466;47467;47468;48083;48084;48440;48441;48442;49365;49366;49367;49448;49449;50700;50701;52637;52638;53747;56444;56480;56481;56563;57211;57212;57954;57955;57956;57972;58250;59244;59245;59246;61334;61922;61923;62273;62274;63299;63300;63322;64047;64061;64062;65189;65948;65949;66817;66818;66913;68529;68679;69210;69211;69212;69213;71180;73346;73825;77742;77743,Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1),PRDX1 PAGA PAGB TDPX2,25.8,0.0,165600.0,207950.0,180820.0,323.31,199,194390.0,221,98,174950.0,205240.0,181800.0,Q07954,9571400000,187070.0,199660.0,202250.0
611;1957;3914;4314;4889;6953;6954;6955;7488;8648;15630;16816,50.435,2729;2730;8162;18154;18155;20001;22595;22596;32639;32640;32641;32642;35250;39126;71179;76813;76814,Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD antigen CD249),ENPEP,34.6,0.0,14603.0,17688.0,15532.0,121.12,957,17701.0,3837,12,16946.0,16824.0,15741.0,Q07960,476560000,16283.0,17723.0,17817.0
5987;8904;11158;14006;15956;16211,114.74,28310;28311;40121;50551;63263;63264;72519;72520;73948,deleted,,7.4,0.0,15184.0,18433.0,16831.0,54.334,,16930.0,38704,6,14270.0,17619.0,16343.0,Q08174,148210000,16391.0,17830.0,19252.0
753;2360;15089,31.528,3228;9618;69192,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],LRP1 A2MR APR,9.2,0.0,2875.5,3996.6,3039.5,4.2232,4544,3987.0,4501,3,3343.4,3641.4,3412.9,Q08257-3,43760000,3369.9,3451.2,3499.9
5035;10800;16586,36.995,23345;49009;49010;49011;75810,Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP),ARHGAP1 CDC42GAP RHOGAP1,9.8,0.0,3155.2,3644.6,3300.0,43.126,439,3419.1,32348,3,3099.1,4115.2,3226.4,Q08334,168370000,3167.8,3917.4,4078.5
374;1317;2861;5808;6171;8898;9155;15033;16257,97.173,1318;6427;12811;26849;26850;26851;28995;28996;28997;40103;41289;69043;74088,Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42),PCDH1,12.1,0.0,14570.0,18707.0,15279.0,46.44,1060,17432.0,1770,9,15177.0,18483.0,15654.0,Q08345-2,339070000,15995.0,16646.0,17460.0
36;779;1060;1061;1234;1993;3948;6285;7193;8053;8435;8582;8645;12308;12652;12653;13340;13480;13504;14096;14260;14650;16711;16940;17092;17093,65.33,101;102;103;104;105;106;107;108;109;110;111;112;113;114;3300;3301;3302;3303;5196;5197;5198;5199;5200;5201;5202;5203;5204;5205;6085;6086;6087;8272;8273;18240;18241;18242;18243;18244;18245;18246;18247;18248;18249;18250;18251;29696;29697;29698;29699;29700;29701;29702;29703;29704;29705;29706;34091;34092;34093;37506;37507;37508;37509;37510;37511;38503;38504;38505;38913;38914;39119;39120;55425;55426;55427;55428;55429;55430;55431;56624;56625;56626;56627;56628;56629;56630;56631;56632;56633;56634;56635;56636;60448;60449;60450;60993;60994;60995;60996;60997;60998;60999;61000;61001;61190;63521;63522;63523;63524;64248;64249;64250;64251;64252;64253;66793;76424;76425;77248;77249;77250;77251;77252;77253;77254;77929;77930;77931,Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin),CRYZ,51.3,0.0,97283.0,126740.0,111060.0,323.31,329,117990.0,142,26,102240.0,121570.0,110040.0,Q08380,51639000000,111530.0,122160.0,123830.0
7539;8430;12798;15587;15658,93.834,35380;35381;38496;57573;57574;57575;71028;71029;71370;71371;71372,Interleukin-10 receptor subunit beta (IL-10 receptor subunit beta) (IL-10R subunit beta) (IL-10RB) (Cytokine receptor class-II member 4) (Cytokine receptor family 2 member 4) (CRF2-4) (Interleukin-10 receptor subunit 2) (IL-10R subunit 2) (IL-10R2) (CD antigen CDw210b),IL10RB CRFB4 D21S58 D21S66,6.2,0.0,20344.0,21648.0,19193.0,194.28,325,19356.0,48323,5,18905.0,23055.0,17991.0,Q08554-2,1782900000,17620.0,21067.0,20247.0
3118;6765;10885;12450;12639,36.379,14472;31961;49397;49398;55924;56586,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,14.4,0.0,6263.1,7700.2,6522.3,69.118,913,6903.9,19598,5,5643.8,7208.9,6091.1,Q08830,236840000,6360.7,7230.4,6879.1
786;2231;9371;9802;10314;16952,43.97,3315;3316;3317;3318;9056;9057;42100;43648;43649;45887;45888;77284;77285,Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Tumor-associated antigen 90K),LGALS3BP M2BP,24.7,0.0,12086.0,15660.0,13907.0,97.949,585,14625.0,4612,6,14168.0,16263.0,13176.0,Q08ET2,662190000,13444.0,15486.0,14650.0
14958;15314,61.312,68718;69869,Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3),DSC1 CDHF1,6.0,0.0,645.93,954.67,759.3,38.84,894,1024.5,93262,2,968.0,1246.6,1097.1,Q09327,9038600,853.21,769.19,926.85
4112;11149;14182;15856,84.542,19017;50506;63745;72042,Fibrinogen-like protein 1 (HP-041) (Hepassocin) (HPS) (Hepatocyte-derived fibrinogen-related protein 1) (HFREP-1) (Liver fibrinogen-related protein 1) (LFIRE-1),FGL1 HFREP1,5.7,0.0,3738.6,4902.0,3754.5,7.2077,312,4451.7,26272,4,4335.5,4555.1,4417.4,Q09328,51562000,4184.4,4403.2,4549.2
195;229;232;283;14935;14938;15605;15769,629.09,808;903;909;1090;68631;68636;71119;71688,Sialic acid-binding Ig-like lectin 14 (Siglec-14),SIGLEC14 UNQ294/PRO333,5.3,0.0,14209.0,15269.0,15130.0,27.253,396,14325.0,1129,8,12040.0,15212.0,13929.0,Q09666,145460000,16495.0,15553.0,15176.0
4248;4249;6379;6712,66.335,19777;19778;29961;31846,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (EC 2.4.1.144) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III) (GNT-III) (GlcNAc-T III) (N-acetylglucosaminyltransferase III)",MGAT3 GGNT3,5.3,0.0,2336.3,2971.0,3056.8,4.0716,533,2892.7,27382,4,2444.0,2930.2,2602.1,Q0VD83-2,27799000,3216.0,2867.7,3185.7
573;3204,72.731,2597;14728,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase V) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)]",MGAT5 GGNT5,3.9,0.0,2074.1,2233.5,2223.3,3.4798,741,2102.2,3672,2,2484.4,2387.6,2389.9,Q0ZGT2-4,20734000,2281.6,2256.1,2678.6
3109;3973;5183;7314;9142;9295;9414;9415;11318;11939;12821;13470;13772,51.55,14445;14446;18313;24484;24485;34735;34736;34737;34738;34739;34740;41235;41915;42359;42360;51128;53956;57637;60948;60949;62340,Neuroblast differentiation-associated protein AHNAK (Desmoyokin),AHNAK PM227,31.8,0.0,15235.0,19114.0,15921.0,203.33,5890,17463.0,19559,13,16104.0,18655.0,16142.0,Q10469,505950000,16665.0,18559.0,18347.0
30;3728;4975;5160;5266;5720;6886;7038;8135;10705;11234;11671;11778;12867;12887;13281;14398;14701;14953;15190;15508;16086;16123;16212;16407,64.732,84;85;16951;16952;22983;22984;24211;24727;24728;26610;26611;32376;32377;33078;33079;37709;48428;50825;50826;50827;52646;52647;53416;53417;57968;57969;57970;58048;58049;60132;60133;65188;66960;68704;69568;70641;73073;73074;73075;73076;73077;73078;73312;73313;73949;73950;73951;73952;74655;74656,Apolipoprotein B receptor (Apolipoprotein B-100 receptor) (Apolipoprotein B-48 receptor) (Apolipoprotein B48 receptor) (apoB-48R),APOBR APOB48R,51.7,0.0,55046.0,65878.0,57308.0,241.78,1097,63853.0,109,25,53625.0,66259.0,56922.0,Q10471,2904000000,58767.0,64975.0,66999.0
1148;1190;6154;6277;6888;10673;11199;13793;14979,64.218,5684;5941;28950;29660;32386;48335;50669;50670;62548;62549;68851,Nexilin (F-actin-binding protein) (Nelin),NEXN,22.5,0.0,10885.0,13596.0,10459.0,120.41,675,12607.0,7793,9,10713.0,13031.0,11350.0,Q10472,294050000,12118.0,12453.0,13253.0
1919;8655;9134;10805;15622,101.35,8079;39143;41218;49022;71153,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.143) (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (GNT-II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II)",MGAT2,7.3,0.0,2474.8,3303.9,3435.7,33.557,447,2689.1,10946,5,3170.5,2646.0,3153.3,Q10567-4,30736000,3507.1,3163.4,3286.4
1454;7573;17018,39.075,6938;35471;77483,Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form],GALNT2,9.7,0.0,3596.1,4685.4,3649.9,4.3982,571,3564.0,9531,3,3492.8,4386.8,3429.2,Q11201,41821000,3474.8,4330.0,3857.0
293;4265;5930;9215;10618;11945;15271,83.267,1112;19823;27345;41645;41646;48165;53966;69772,Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form],GALNT1,10.7,0.0,9086.4,11109.0,9129.5,11.352,559,11141.0,1510,7,17800.0,12603.0,10530.0,Q12797-10,630480000,9500.8,10869.0,11311.0
214;1889;1905;2380;2381;3348;3674;3926;5071;6326;7507;7701;7723;9543;9967;10987;10992;12060;12269;12389;12390;12880;13567;13765,53.722,853;854;855;856;7991;7992;7993;7994;7995;7996;7997;7998;7999;8033;8034;8035;8036;8037;8038;9919;9920;9921;9922;9923;9924;9925;15188;16765;16766;16767;16768;16769;16770;16771;16772;16773;16774;18177;18178;18179;18180;18181;18182;23452;23453;23454;23455;23456;23457;23458;23459;23460;29812;29813;29814;29815;29816;29817;29818;35292;35293;35931;35990;35991;42794;42795;42796;44352;44353;44354;49824;49825;49838;49839;49840;49841;49842;54437;54438;54439;54440;54441;54442;54443;54444;54445;54446;54447;54448;54449;55290;55291;55292;55293;55294;55295;55296;55297;55701;55702;55703;55704;55705;55706;58023;58024;61590;61591;61592;61593;61594;61595;61596;61597;61598;61599;61600;61601;61602;61603;62322;62323;62324;62325;62326,AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit),AP1B1 ADTB1 BAM22 CLAPB2,57.5,0.0,98796.0,126680.0,107300.0,323.31,949,116230.0,1185,24,96600.0,120720.0,105970.0,Q12805-2,40823000000,108960.0,120140.0,120370.0
