Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q12905	Q12905	11	11	11	Interleukin enhancer-binding factor 2	ILF2	sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2	1	11	11	11	48.2	48.2	48.2	43.062	390	390	0	95.675	329260000	15				1395	779;4387;5133;5138;5153;5215;5890;7809;10474;10578;11041	True;True;True;True;True;True;True;True;True;True;True	786;787;4445;5201;5206;5221;5283;5970;7910;10613;10717;11187	908;909;910;5141;6069;6075;6094;6168;6169;6997;9207;9208;12395;12507;13076	1049;1050;1051;5983;7119;7125;7126;7148;7233;7234;7235;7236;8199;10719;10720;14469;14599;15233	1050;5983;7119;7126;7148;7234;8199;10720;14469;14599;15233	1342;1343	113;157
Q12906	Q12906	7	7	7	Interleukin enhancer-binding factor 3	ILF3	sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3	1	7	7	7	16	16	16	95.337	894	894	0	64.423	181070000	9				1396	1038;2813;4492;7996;10062;10477;10497	True;True;True;True;True;True;True	1047;2854;4553;8098;10194;10616;10636	1207;3307;5271;9426;11914;11915;12398;12421	1388;3827;3828;6138;10968;10969;13890;13891;14472;14499	1388;3828;6138;10969;13891;14472;14499	1344	285
Q12907	Q12907	3	3	3	Vesicular integral-membrane protein VIP36	LMAN2	sp|Q12907|LMAN2_HUMAN Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1	1	3	3	3	14.9	14.9	14.9	40.228	356	356	0	39.73	122380000	3				1397	1711;2448;6085	True;True;True	1740;2486;6165	2009;2010;2880;7225	2313;2314;3328;8456	2313;3328;8456	1345	277
Q12931	Q12931	9	9	9	Heat shock protein 75 kDa, mitochondrial	TRAP1	sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3	1	9	9	9	16.8	16.8	16.8	80.109	704	704	0	64.719	117180000	8				1398	800;2630;2666;2954;3243;5907;7337;11216;11468	True;True;True;True;True;True;True;True;True	808;2670;2706;2997;3287;5987;7428;11365;11620	938;3107;3145;3464;3803;7015;7016;8650;13273;13559	1082;3607;3652;4007;4408;8219;8220;10065;15461;15793	1082;3607;3652;4007;4408;8219;10065;15461;15793	1346;1347;1348;1349;1350;1351;1352;1353	292;300;301;448;583;586;609;615
Q12959	Q12959	2	2	2	Disks large homolog 1	DLG1	sp|Q12959|DLG1_HUMAN Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2	1	2	2	2	4.3	4.3	4.3	100.45	904	904	0	12.029	6051500	2				1399	3271;3318	True;True	3315;3364	3836;3896	4452;4525	4452;4525		
Q12965;O00160	Q12965;O00160	2;1	2;1	2;1	Unconventional myosin-Ie;Unconventional myosin-If	MYO1E;MYO1F	sp|Q12965|MYO1E_HUMAN Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2;sp|O00160|MYO1F_HUMAN Unconventional myosin-If OS=Homo sapiens OX=9606 GN=MYO1F PE=1 SV=3	2	2	2	2	3	3	3	127.06	1108	1108;1098	0	24.435	10358000	4				1400	1461;11225	True;True	1486;11374	1719;13282	1984;1985;15473;15474	1985;15474		
Q12972	Q12972	1	1	1	Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay	PPP1R8	sp|Q12972|PP1R8_HUMAN Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2	1	1	1	1	4.6	4.6	4.6	38.478	351	351	0.00085434	6.9276	2969700	1				1401	7750	True	7851	9144	10645	10645		
Q12979	Q12979	1	1	1	Active breakpoint cluster region-related protein	ABR	sp|Q12979|ABR_HUMAN Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR PE=1 SV=2	1	1	1	1	1.4	1.4	1.4	97.597	859	859	0.0020186	6.4511	3591500	1				1402	9382	True	9506	11046	12835	12835		
Q12996	Q12996	4	4	4	Cleavage stimulation factor subunit 3	CSTF3	sp|Q12996|CSTF3_HUMAN Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1	1	4	4	4	7.9	7.9	7.9	82.921	717	717	0	27.085	29292000	6				1403	3341;3697;4422;5956	True;True;True;True	3388;3747;4480;6036	3921;4343;5181;7072;7073	4553;4554;5056;6032;8283;8284	4554;5056;6032;8284		
Q13011	Q13011	6	6	6	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	ECH1	sp|Q13011|ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2	1	6	6	6	26.8	26.8	26.8	35.816	328	328	0	47.933	71234000	6				1404	3009;7323;10337;10434;11163;11421	True;True;True;True;True;True	3052;7413;10472;10570;11312;11573	3527;8635;12234;12235;12343;13215;13507	4082;10049;14278;14279;14411;15393;15735	4082;10049;14279;14411;15393;15735	1354;1355;1356	232;233;253
Q13017	Q13017	10	10	10	Rho GTPase-activating protein 5	ARHGAP5	sp|Q13017|RHG05_HUMAN Rho GTPase-activating protein 5 OS=Homo sapiens OX=9606 GN=ARHGAP5 PE=1 SV=2	1	10	10	10	10.4	10.4	10.4	172.46	1502	1502	0	64.86	49848000	11				1405	159;2358;3533;4530;5025;5067;5257;7941;10272;11352	True;True;True;True;True;True;True;True;True;True	160;2395;3581;4591;5092;5134;5327;8043;10406;11501	184;2779;4143;5314;5942;5991;6223;9362;9363;12153;13422	224;3214;4807;6195;6958;7023;7297;10894;10895;14177;15641	224;3214;4807;6195;6958;7023;7297;10894;14177;15641	1357;1358	691;1262
Q13033	Q13033	4	4	4	Striatin-3	STRN3	sp|Q13033|STRN3_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3	1	4	4	4	8.8	8.8	8.8	87.208	797	797	0	28.824	17742000	5				1406	485;1071;7186;8987	True;True;True;True	490;1081;7274;9103	562;1246;8475;10583	657;658;1434;9870;12289	657;1434;9870;12289	1359;1360	1;14
Q13045	Q13045	11	11	11	Protein flightless-1 homolog	FLII	sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2	1	11	11	11	13.6	13.6	13.6	144.75	1269	1269	0	70.743	51971000	11				1407	190;245;1033;1107;6465;7424;7939;8946;9862;10378;10702	True;True;True;True;True;True;True;True;True;True;True	192;249;1042;1117;6546;7522;8041;9062;9993;10514;10844	221;288;1202;1285;7661;8758;9360;10537;11690;12280;12664	265;344;1383;1481;1482;8959;10192;10892;12241;13626;14332;14780;14781	265;344;1383;1482;8959;10192;10892;12241;13626;14332;14781		
Q13049	Q13049	1	1	1	E3 ubiquitin-protein ligase TRIM32	TRIM32	sp|Q13049|TRI32_HUMAN E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens OX=9606 GN=TRIM32 PE=1 SV=2	1	1	1	1	2.1	2.1	2.1	71.988	653	653	0.00093545	8.4921	4047600	2				1408	5	True	5	7	9;10	10		
Q13057	Q13057	3	3	3	Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase	COASY	sp|Q13057|COASY_HUMAN Bifunctional coenzyme A synthase OS=Homo sapiens OX=9606 GN=COASY PE=1 SV=4	1	3	3	3	8.5	8.5	8.5	62.328	564	564	0	23.11	15404000	5				1409	4095;5993;8813	True;True;True	4152;6073;8928	4811;4812;7114;10377	5604;5605;8332;12045;12046	5605;8332;12046		
Q13084	Q13084	1	1	1	39S ribosomal protein L28, mitochondrial	MRPL28	sp|Q13084|RM28_HUMAN 39S ribosomal protein L28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL28 PE=1 SV=4	1	1	1	1	9	9	9	30.156	256	256	0.0082853	5.7895	5302200	0				1410	5544	True	5620	6580	7711	7711		
Q13085;O00763	Q13085;O00763	3;2	3;2	3;2	Acetyl-CoA carboxylase 1;Biotin carboxylase;Acetyl-CoA carboxylase 2;Biotin carboxylase	ACACA;ACACB	sp|Q13085|ACACA_HUMAN Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2;sp|O00763|ACACB_HUMAN Acetyl-CoA carboxylase 2 OS=Homo sapiens OX=9606 GN=ACACB PE=1 SV=3	2	3	3	3	2.1	2.1	2.1	265.55	2346	2346;2458	0	19.127	9566800	4				1411	1291;4629;5449	True;True;True	1309;4691;5524	1519;5460;6455	1754;6376;6377;7561	1754;6376;7561		
Q13098	Q13098	2	2	2	COP9 signalosome complex subunit 1	GPS1	sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4	1	2	2	2	4.9	4.9	4.9	55.536	491	491	0	12.939	7086600	2				1412	1722;6066	True;True	1751;6146	2022;7204	2330;8435	2330;8435	1361	356
Q13123	Q13123	2	2	2	Protein Red	IK	sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3	1	2	2	2	5.6	5.6	5.6	65.601	557	557	0	24.515	6935000	2				1413	4070;7176	True;True	4127;7263	4783;8464	5573;9858	5573;9858	1362	237
Q13126	Q13126	5	5	5	S-methyl-5-thioadenosine phosphorylase	MTAP	sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2	1	5	5	5	30.4	30.4	30.4	31.236	283	283	0	34.765	86348000	6				1414	2318;5005;7710;8993;11504	True;True;True;True;True	2354;5072;7810;9109;11656	2732;2733;5919;9097;10589;13607	3163;3164;6926;10587;12296;12297;15847	3164;6926;10587;12297;15847	1363	273
Q13131	Q13131	1	1	1	5-AMP-activated protein kinase catalytic subunit alpha-1	PRKAA1	sp|Q13131|AAPK1_HUMAN 5-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=4	1	1	1	1	3	3	3	64.009	559	559	0.00095969	10.044	10057000	3				1415	7567	True	7667	8927;8928	10388;10389;10390	10389		
Q13137	Q13137	3	3	3	Calcium-binding and coiled-coil domain-containing protein 2	CALCOCO2	sp|Q13137|CACO2_HUMAN Calcium-binding and coiled-coil domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CALCOCO2 PE=1 SV=1	1	3	3	3	7.4	7.4	7.4	52.253	446	446	0	17.861	7561500	2				1416	2045;2736;10193	True;True;True	2078;2776;10325	2404;3219;12062	2771;3730;14071	2771;3730;14071		
Q13148	Q13148	6	6	6	TAR DNA-binding protein 43	TARDBP	sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1	1	6	6	6	26.3	26.3	26.3	44.739	414	414	0	47.409	218210000	7				1417	2373;2374;3280;6986;9875;10852	True;True;True;True;True;True	2411;2412;3325;7071;10006;10995	2796;2797;3847;8247;11704;12847	3233;3234;3235;4465;9619;13641;14983	3233;3235;4465;9619;13641;14983	1364	218
Q13151	Q13151	2	2	2	Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1	1	2	2	2	11.5	11.5	11.5	30.84	305	305	0	23.961	95658000	1				1418	3756;3867	True;True	3806;3919	4409;4536	5129;5280	5129;5280		
Q13153	Q13153	4	1	1	Serine/threonine-protein kinase PAK 1	PAK1	sp|Q13153|PAK1_HUMAN Serine/threonine-protein kinase PAK 1 OS=Homo sapiens OX=9606 GN=PAK1 PE=1 SV=2	1	4	1	1	12.1	2.8	2.8	60.646	545	545	1	-2	3599300	1	+			1419	643;6899;7780;9291	False;False;True;False	648;6984;7881;9414	746;8148;9178;10935	869;9512;10687;12695	869;9512;10687;12695	1365;1366	424;431
Q13155	Q13155	4	4	4	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	AIMP2	sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2	1	4	4	4	20.9	20.9	20.9	35.348	320	320	0	48.218	73947000	5				1420	1528;3356;8623;9378	True;True;True;True	1553;3403;8733;9501	1793;3936;10160;11038	2065;2066;4569;11799;12823	2066;4569;11799;12823		
Q13158	Q13158	1	1	1	FAS-associated death domain protein	FADD	sp|Q13158|FADD_HUMAN FAS-associated death domain protein OS=Homo sapiens OX=9606 GN=FADD PE=1 SV=1	1	1	1	1	12.5	12.5	12.5	23.279	208	208	0.00095102	9.4441	40109000	1				1421	10785	True	10928	12758	14882	14882	1367	48
Q13162	Q13162	7	7	6	Peroxiredoxin-4	PRDX4	sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1	1	7	7	6	39.5	39.5	36.5	30.54	271	271	0	57.013	370850000	9				1422	2077;2287;4090;4594;5276;5371;8279	True;True;True;True;True;True;True	2110;2322;4147;4655;5347;5445;8383	2441;2690;4805;4806;5399;5400;6244;6245;6362;9749	2816;3110;5597;5598;5599;6298;6299;7322;7323;7454;11335	2816;3110;5599;6298;7322;7454;11335		
Q13177;O75914	Q13177	13;4	13;4	10;2	Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34	PAK2	sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3	2	13	13	10	35.3	35.3	25.6	58.042	524	524;559	0	89.382	162660000	12				1423	643;1780;2209;2637;4364;5580;5654;6899;7781;8078;8661;9291;9329	True;True;True;True;True;True;True;True;True;True;True;True;True	648;1810;2242;2677;4422;5657;5731;6984;7882;8180;8772;9414;9452	746;2093;2600;3115;5113;6623;6624;6706;8148;9179;9515;10201;10935;10980	869;2416;3009;3618;5952;7761;7762;7853;9512;10688;11076;11847;12695;12753	869;2416;3009;3618;5952;7762;7853;9512;10688;11076;11847;12695;12753	1365;1366;1368;1369	298;403;410;514
Q13185;P45973	Q13185;P45973	2;1	2;1	2;1	Chromobox protein homolog 3;Chromobox protein homolog 5	CBX3;CBX5	sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4;sp|P45973|CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1	2	2	2	2	22.4	22.4	22.4	20.811	183	183;191	0	17.604	49011000	3				1424	1125;3892	True;True	1137;3945	1309;1310;4565	1507;1508;5313	1507;5313		
Q13200	Q13200	13	13	13	26S proteasome non-ATPase regulatory subunit 2	PSMD2	sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3	1	13	13	13	22.7	22.7	22.7	100.2	908	908	0	134.58	349410000	18				1425	762;1029;1540;1781;2266;5780;7013;7320;7474;8748;8849;9646;11067	True;True;True;True;True;True;True;True;True;True;True;True;True	769;1038;1565;1811;2300;2301;5859;7098;7410;7574;8859;8964;9773;11214	890;1197;1198;1806;2094;2664;2665;2666;6862;6863;8274;8632;8819;10294;10421;11435;13106	1027;1378;1379;2079;2417;3079;3080;3081;3082;8034;8035;9647;10046;10268;11950;12093;13334;15270	1027;1378;2079;2417;3080;8035;9647;10046;10268;11950;12093;13334;15270	1370;1371;1372;1373;1374	271;275;505;761;829
Q13242	Q13242	1	1	1	Serine/arginine-rich splicing factor 9	SRSF9	sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1	1	1	1	1	5	5	5	25.542	221	221	0.0079797	5.8151	15534000	1				1426	5548	True	5624	6585	7717	7717		
Q13243	Q13243	2	2	2	Serine/arginine-rich splicing factor 5	SRSF5	sp|Q13243|SRSF5_HUMAN Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1	1	2	2	2	8.5	8.5	8.5	31.263	272	272	0	12.038	29221000	1				1427	1149;3859	True;True	1161;3911	1335;4525	1537;5266	1537;5266		
Q13257	Q13257	1	1	1	Mitotic spindle assembly checkpoint protein MAD2A	MAD2L1	sp|Q13257|MD2L1_HUMAN Mitotic spindle assembly checkpoint protein MAD2A OS=Homo sapiens OX=9606 GN=MAD2L1 PE=1 SV=1	1	1	1	1	7.8	7.8	7.8	23.51	205	205	0.00085106	6.903	4949900	1				1428	11034	True	11180	13069	15226	15226		
Q13263	Q13263	13	13	13	Transcription intermediary factor 1-beta	TRIM28	sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5	1	13	13	13	30.5	30.5	30.5	88.549	835	835	0	148.41	345540000	17				1429	105;1428;1526;2296;3155;3487;4575;5457;5641;5879;8063;8249;10338	True;True;True;True;True;True;True;True;True;True;True;True;True	106;1452;1551;2332;3199;3535;4636;5532;5718;5959;8165;8353;10473	120;1682;1683;1790;2705;2706;3689;4087;5365;6464;6465;6691;6985;9500;9717;12236	142;1943;1944;2061;2062;3131;3132;4266;4745;6255;7572;7573;7574;7838;8186;11057;11297;14280	142;1943;2061;3131;4266;4745;6255;7572;7838;8186;11057;11297;14280	1375;1376	135;423
Q13283	Q13283	9	9	9	Ras GTPase-activating protein-binding protein 1	G3BP1	sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1	1	9	9	9	31.5	31.5	31.5	52.164	466	466	0	244.17	357210000	14				1430	1309;3634;4666;4728;6662;7679;8468;9251;9564	True;True;True;True;True;True;True;True;True	1328;3683;4728;4790;6745;7779;8573;9374;9689	1539;4273;4274;5507;5588;7887;7888;9056;9968;10892;11259	1776;4976;4977;6440;6545;9218;9219;9220;9221;10536;10537;10538;11583;12639;13099;13100	1776;4977;6440;6545;9219;10538;11583;12639;13100	1377	29
Q13310	Q13310	11	6	6	Polyadenylate-binding protein 4	PABPC4	sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1	1	11	6	6	25.5	12.6	12.6	70.782	644	644	0	36.076	66084000	5				1431	504;640;2402;3857;3862;4501;5424;7528;8910;8966;11423	False;False;True;False;True;True;False;True;True;False;True	509;645;2440;3909;3914;4562;5498;5499;7628;9026;9082;11575	583;743;2829;4523;4528;5282;6424;6425;8882;10492;10558;10559;13509	681;865;3272;5262;5269;6153;7527;7528;10337;12183;12263;12264;12265;15737	681;865;3272;5262;5269;6153;7527;10337;12183;12265;15737	467;468;469	72;593;605
Q13330	Q13330	2	2	2	Metastasis-associated protein MTA1	MTA1	sp|Q13330|MTA1_HUMAN Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2	1	2	2	2	3.5	3.5	3.5	80.785	715	715	0	12.109	4116600	2				1432	1351;1516	True;True	1370;1541	1587;1778	1831;2049	1831;2049		
Q13347	Q13347	7	7	7	Eukaryotic translation initiation factor 3 subunit I	EIF3I	sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1	1	7	7	7	40.3	40.3	40.3	36.501	325	325	0	109.12	154640000	10				1433	1774;2415;3249;3953;5447;9447;9519	True;True;True;True;True;True;True	1804;2453;3293;4009;5522;9571;9644	2086;2087;2843;3810;4633;4634;6453;11122;11205	2407;2408;2409;3286;4418;4419;5394;5395;7559;12928;13027	2408;3286;4419;5394;7559;12928;13027	1378	109
Q13404;Q15819	Q13404;Q15819	4;2	4;2	4;2	Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2	UBE2V1;UBE2V2	sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4	2	4	4	4	27.9	27.9	27.9	16.495	147	147;145	0	34.368	163840000	5				1434	6348;6691;11112;11389	True;True;True;True	6429;6775;11260;11538	7529;7923;13155;13463	8806;9261;15326;15685;15686	8806;9261;15326;15685	1379	51
Q13405	Q13405	2	2	2	39S ribosomal protein L49, mitochondrial	MRPL49	sp|Q13405|RM49_HUMAN 39S ribosomal protein L49, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL49 PE=1 SV=1	1	2	2	2	16.3	16.3	16.3	19.198	166	166	0	15.316	16478000	2				1435	3570;9835	True;True	3619;9965	4191;11659	4871;13592	4871;13592		
Q13409	Q13409	4	4	4	Cytoplasmic dynein 1 intermediate chain 2	DYNC1I2	sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3	1	4	4	4	12.7	12.7	12.7	71.456	638	638	0	24.088	45696000	4				1436	2193;2218;5887;8371	True;True;True;True	2226;2251;5967;8475	2582;2610;6993;9854	2987;3020;8195;11456	2987;3020;8195;11456		
Q13418	Q13418	1	1	1	Integrin-linked protein kinase	ILK	sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	51.419	452	452	0.009674	5.7597	2168300	0				1437	8618	True	8728	10155	11794	11794	1380;1381	52;55
Q13423	Q13423	1	1	1	NAD(P) transhydrogenase, mitochondrial	NNT	sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3	1	1	1	1	1.2	1.2	1.2	113.89	1086	1086	0.00091491	7.8013	1291600	1				1438	4033	True	4090	4740	5526	5526		
Q13425	Q13425	2	2	2	Beta-2-syntrophin	SNTB2	sp|Q13425|SNTB2_HUMAN Beta-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTB2 PE=1 SV=1	1	2	2	2	4.1	4.1	4.1	57.949	540	540	0.00048709	10.923	7683600	2				1439	369;9155	True;True	374;9276	430;10783	506;12521	506;12521		
Q13426	Q13426	2	2	2	DNA repair protein XRCC4	XRCC4	sp|Q13426|XRCC4_HUMAN DNA repair protein XRCC4 OS=Homo sapiens OX=9606 GN=XRCC4 PE=1 SV=2	1	2	2	2	9.2	9.2	9.2	38.286	336	336	0	12.537	7939900	2				1440	1249;2464	True;True	1266;2502	1468;2900	1693;3353	1693;3353		
Q13427	Q13427	1	1	1	Peptidyl-prolyl cis-trans isomerase G	PPIG	sp|Q13427|PPIG_HUMAN Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2	1	1	1	1	1.6	1.6	1.6	88.616	754	754	0.00085179	6.9062	6668200	1				1441	10918	True	11063	12931	15074	15074		
Q13428	Q13428	5	5	5	Treacle protein	TCOF1	sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	1	5	5	5	5.2	5.2	5.2	152.1	1488	1488	0	30.02	23253000	5				1442	2665;4335;5650;9856;10592	True;True;True;True;True	2705;4393;5727;9987;10731	3144;5081;6701;11684;12524	3651;5915;7848;13619;14620	3651;5915;7848;13619;14620		
Q13435	Q13435	3	3	3	Splicing factor 3B subunit 2	SF3B2	sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	1	3	3	3	5.5	5.5	5.5	100.23	895	895	0	21.361	33860000	3				1443	254;6925;10364	True;True;True	258;7010;10499	297;8176;12263	354;9542;14312	354;9542;14312		
Q13442	Q13442	2	2	2	28 kDa heat- and acid-stable phosphoprotein	PDAP1	sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1	1	2	2	2	7.7	7.7	7.7	20.63	181	181	0	12.655	49340000	2				1444	4423;5604	True;True	4481;5681	5182;6649	6033;7793	6033;7793		
Q13445	Q13445	1	1	1	Transmembrane emp24 domain-containing protein 1	TMED1	sp|Q13445|TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TMED1 PE=1 SV=1	1	1	1	1	4	4	4	25.206	227	227	0.0079884	5.8177	4099500	1				1445	8889	True	9004	10466	12147	12147	1382	171
Q13451	Q13451	3	3	3	Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed	FKBP5	sp|Q13451|FKBP5_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens OX=9606 GN=FKBP5 PE=1 SV=2	1	3	3	3	8.1	8.1	8.1	51.212	457	457	0	20.503	22427000	3				1446	2347;3283;7509	True;True;True	2384;3328;7609	2766;3851;8859	3200;4469;10309	3200;4469;10309		
Q13492;O60641	Q13492	5;1	5;1	5;1	Phosphatidylinositol-binding clathrin assembly protein	PICALM	sp|Q13492|PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2	2	5	5	5	14	14	14	70.754	652	652;907	0	37.964	29084000	4				1447	950;6029;7877;9295;9942	True;True;True;True;True	959;6109;7979;9418;10073	1108;7153;9288;10940;11775	1272;8373;10817;12700;13722	1272;8373;10817;12700;13722		
Q13501	Q13501	7	7	7	Sequestosome-1	SQSTM1	sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1	1	7	7	7	26.6	26.6	26.6	47.687	440	440	0	131.03	188780000	10				1448	1136;1261;2103;5759;7945;8034;10051	True;True;True;True;True;True;True	1148;1278;2136;5838;8047;8136;10183	1321;1480;2474;6838;6839;9368;9469;11903	1521;1522;1707;2860;8007;8008;8009;10901;11020;13879	1522;1707;2860;8008;10901;11020;13879	1383;1384	85;87
