Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized 1st,LNCaP/RWPE-1 normalized 2nd,LNCaP/RWPE-1 normalized 3rd
P68363,Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain],TUBA1B,1.1323,1.1176,1.1391
P68366,Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),TUBA4A TUBA1,1.2441,1.1733,1.2359
P68371,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),TUBB4B TUBB2C,0.88254,0.8859,0.889
P68400,Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1),CSNK2A1 CK2A1,1.0337,0.88645,1.0273
P68402,Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta),PAFAH1B2 PAFAHB,0.50713,0.50401,0.4956
P78318,Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16),IGBP1 IBP1,0.90039,0.87242,0.90048
P78344,Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97),EIF4G2 DAP5 OK/SW-cl.75,0.78309,0.67629,0.69953
P78347,General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein),GTF2I BAP135 WBSCR6,0.93398,0.77573,0.90184
P78371,T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta),CCT2 99D8.1 CCTB,0.91427,0.92067,0.92667
P78417,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),GSTO1 GSTTLP28,0.37546,0.3848,0.41039
P78527,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460),PRKDC HYRC HYRC1,1.3644,1.3265,1.3444
P80303,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1],NUCB2 NEFA,2.1354,1.6189,1.9581
P80404,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",ABAT GABAT,3.9584,4.0434,4.0349
P82650,"28S ribosomal protein S22, mitochondrial (MRP-S22) (S22mt) (Mitochondrial small ribosomal subunit protein mS22)",MRPS22 C3orf5 RPMS22 GK002,1.3348,1.2378,1.4605
P82673,"28S ribosomal protein S35, mitochondrial (MRP-S35) (S35mt) (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt) (Mitochondrial small ribosomal subunit protein mS35)",MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213,1.1273,1.0197,1.0316
P82933,"28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt) (Mitochondrial small ribosomal subunit protein uS9m)",MRPS9 RPMS9,1.094,1.0987,1.1773
P82979,SAP domain-containing ribonucleoprotein (Cytokine-induced protein of 29 kDa) (Nuclear protein Hcc-1) (Proliferation-associated cytokine-inducible protein CIP29),SARNP HCC1 HSPC316,0.6938,0.51604,0.74802
P83731,60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24),RPL24,1.0333,1.0323,1.0448
P83916,Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta),CBX1 CBX,1.2824,1.3257,1.2593
P84077,ADP-ribosylation factor 1 (EC 3.6.5.2),ARF1,1.0079,1.0785,0.98716
P84090,Enhancer of rudimentary homolog,ERH,1.2176,1.0144,0.99243
P84098,60S ribosomal protein L19 (Large ribosomal subunit protein eL19),RPL19,1.0414,1.0021,1.0608
P84103,"Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)",SRSF3 SFRS3 SRP20,1.0919,0.9738,1.0155
P84243,Histone H3.3,H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B,0.96025,0.94119,0.90689
P99999,Cytochrome c,CYCS CYC,1.3532,1.2721,1.3368
Q00169,Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha),PITPNA PITPN,1.9153,1.8733,1.9343
Q00325,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)",SLC25A3 PHC OK/SW-cl.48,1.6322,1.6587,1.6438
Q00341,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein),HDLBP HBP VGL,0.89703,0.93771,0.95171
Q00577,Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha),PURA PUR1,1.4199,1.1937,1.4228
Q00610,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),CLTC CLH17 CLTCL2 KIAA0034,0.90913,0.88729,0.89385
Q00653,Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit],NFKB2 LYT10,0.49421,0.59246,0.67306
Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase),FKBP3 FKBP25,1.6119,1.5544,1.61
Q00796,"Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) ((R,R)-butanediol dehydrogenase) (EC 1.1.1.4) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)",SORD,3.2922,2.569,3.5819
Q00839,Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120),HNRNPU C1orf199 HNRPU SAFA U21.1,1.2152,1.2196,1.1893
Q01081,Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit),U2AF1 U2AF35 U2AFBP FP793,1.0295,1.0519,1.0373
Q01085,Nucleolysin TIAR (TIA-1-related protein),TIAL1,1.1736,1.0877,1.3191
Q01105,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),SET,0.56206,0.58689,0.60297
Q01130,"Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)",SRSF2 SFRS2,1.0621,0.85232,0.86783
Q01415,N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2),GALK2 GK2,1.6653,1.6638,1.7587
Q01518,Adenylyl cyclase-associated protein 1 (CAP 1),CAP1 CAP,0.2476,0.25138,0.26706
Q01658,Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein),DR1,1.0918,1.0767,1.094
Q01780,Exosome component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2),EXOSC10 PMSCL PMSCL2 RRP6,0.64999,0.69916,0.80983
Q01813,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",PFKP PFKF,0.3113,0.30542,0.30717
Q01844,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),EWSR1 EWS,1.093,1.1876,1.025
Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)",DHODH,2.1798,2.9459,2.6679
Q02218,"2-oxoglutarate dehydrogenase complex component E1 (E1o) (OGDC-E1) (OGDH-E1) (EC 1.2.4.2) (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase) (Alpha-KGDH-E1) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)",OGDH,1.2382,1.2833,1.2295
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)",ALDH6A1 MMSDH,6.4479,4.9794,4.575
Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)",BDH1 BDH SDR9C1,2.037,2.7787,2.7878
Q02543,60S ribosomal protein L18a (Large ribosomal subunit protein eL20),RPL18A,1.0057,0.99916,1.0364
Q02750,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),MAP2K1 MEK1 PRKMK1,0.60754,0.54972,0.48974
Q02790,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",FKBP4 FKBP52,1.2028,1.1721,1.2133
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",PLOD1 LLH PLOD,0.42496,0.49382,0.43124
Q02818,Nucleobindin-1 (CALNUC),NUCB1 NUC,0.81046,0.77489,0.80506
Q02878,60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107),RPL6 TXREB1,0.9524,0.94672,0.95132
Q02880,"DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)",TOP2B,1.3885,1.2455,1.2993
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11),SLC25A11 SLC20A4,3.1712,3.0294,2.8977
Q03154,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase),ACY1,1.9371,1.7361,1.7076
Q03252,Lamin-B2,LMNB2 LMN2,0.99638,0.93054,0.95792
Q03701,CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor),CEBPZ CBF2,0.86551,0.8625,0.84972
Q04323,UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein),UBXN1 SAKS1,0.65602,0.6497,0.66838
Q04609,Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase),FOLH1 FOLH NAALAD1 PSM PSMA GIG27,11.823,7.6314,11.157
Q04637,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220),EIF4G1 EIF4F EIF4G EIF4GI,1.0446,1.043,1.064
Q04760,Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),GLO1,1.2973,1.3175,1.3853
Q04837,"Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)",SSBP1 SSBP,1.1538,1.1489,1.1119
Q04917,14-3-3 protein eta (Protein AS1),YWHAH YWHA1,0.35394,0.45157,0.32983
Q05519,"Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)",SRSF11 SFRS11,1.269,1.1996,1.2479
Q05639,Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1),EEF1A2 EEF1AL STN,9.554,12.575,11.877
Q05682,Caldesmon (CDM),CALD1 CAD CDM,0.64176,0.65718,0.70955
Q06124,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11 PTP2C SHPTP2,1.1758,1.2232,1.1744
Q06203,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPAT),PPAT GPAT,1.119,1.1392,1.0916
Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1),GFPT1 GFAT GFPT,1.6084,1.6018,1.6531
Q06265,Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75),EXOSC9 PMSCL1,0.75387,0.7558,0.7697
Q06323,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha),PSME1 IFI5111,0.74166,0.77189,0.76983
Q06830,Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1),PRDX1 PAGA PAGB TDPX2,1.2264,1.2331,1.3178
Q07020,60S ribosomal protein L18 (Large ribosomal subunit protein eL18),RPL18,0.90763,0.90276,0.87249
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33) (SF2AP32)",C1QBP GC1QBP HABP1 SF2P32,1.761,1.9858,1.9627
Q07065,Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63),CKAP4,0.95303,0.93122,0.91155
Q07157,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1 ZO1,0.69013,0.71504,0.73026
Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)",KHDRBS1 SAM68,1.0217,1.0488,0.9679
Q07866,Kinesin light chain 1 (KLC 1),KLC1 KLC KNS2,0.67094,0.73128,0.7226
Q07955,"Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)",SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3,1.0321,1.002,1.0051
Q07960,Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP),ARHGAP1 CDC42GAP RHOGAP1,0.74855,0.69547,0.72016
Q08209,Protein phosphatase 3 catalytic subunit alpha (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin A alpha) (Calmodulin-dependent calcineurin A subunit alpha isoform) (CNA alpha) (Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform),PPP3CA CALNA CNA,0.99787,1.129,1.2154
Q08211,ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A),DHX9 DDX9 LKP NDH2,1.0184,1.0058,0.99333
Q08257,Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin),CRYZ,1.5307,1.651,1.3252
Q08378,Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160),GOLGA3,1.1544,1.0343,1.2794
Q08379,Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95),GOLGA2,0.77905,1.0936,0.70588
Q08752,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D),PPID CYP40 CYPD,0.89715,0.80798,0.84296
Q08945,FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160),SSRP1 FACT80,0.61852,0.63577,0.63939
Q08J23,"RNA cytosine C(5)-methyltransferase NSUN2 (EC 2.1.1.-) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (mRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (tRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-, EC 2.1.1.203) (tRNA methyltransferase 4 homolog) (hTrm4)",NSUN2 SAKI TRM4,0.93959,0.89892,0.81772
Q09028,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),RBBP4 RBAP48,0.9099,1.0008,0.99886
Q09161,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),NCBP1 CBP80 NCBP,0.61379,0.68902,0.6219
Q09666,Neuroblast differentiation-associated protein AHNAK (Desmoyokin),AHNAK PM227,0.18686,0.19412,0.19632
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form],GALNT2,0.90492,0.99718,0.91261
Q10567,AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit),AP1B1 ADTB1 BAM22 CLAPB2,1.267,1.297,1.1859
Q10570,Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit),CPSF1 CPSF160,0.82843,0.81648,0.76124
Q10713,Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (P-55),PMPCA INPP5E KIAA0123 MPPA,0.96776,0.85216,0.8342
Q12768,WASH complex subunit 5 (Strumpellin) (WASH complex subunit strumpellin),WASHC5 KIAA0196,0.78708,0.82025,0.80189
Q12788,Transducin beta-like protein 3 (WD repeat-containing protein SAZD),TBL3 SAZD,0.87012,0.86184,0.86757
Q12792,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1 PTK9,0.73441,0.52543,0.78128
Q12874,Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61),SF3A3 SAP61,1.0659,0.99547,0.99289
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],AIMP1 EMAP2 SCYE1,0.79284,0.86066,0.89135
Q12905,Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa),ILF2 NF45 PRO3063,1.4279,1.3932,1.4889
Q12906,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),ILF3 DRBF MPHOSPH4 NF90,1.4066,1.4551,1.4435
Q12907,Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36),LMAN2 C5orf8,1.3819,1.4242,1.487
Q12931,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",TRAP1 HSP75,1.2629,1.3833,1.2993
Q12955,Ankyrin-3 (ANK-3) (Ankyrin-G),ANK3,3.8481,3.1387,2.9306
Q12959,Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg),DLG1,1.0184,0.95467,1.0575
Q12996,Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77),CSTF3,1.0284,0.89897,1.0547
Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)",ECH1,4.5424,4.508,4.3605
Q13045,Protein flightless-1 homolog,FLII FLIL,0.79376,0.74714,0.81793
Q13057,Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],COASY PSEC0106,1.5278,1.4217,1.4913
Q13085,Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha),ACACA ACAC ACC1 ACCA,1.432,1.3809,1.505
Q13098,COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH),GPS1 COPS1 CSN1,1.1955,1.3071,1.2295
